연번,비상소화장치일련번호,안전센터ID,일련번호,X좌표,Y좌표,비상소화장치고유번호,사용구분,삭제여부,업데이트날짜,geometry,lon,lat
1239,110080324,1115509,2116,199965.5204,543858.6409,서초-현장-000033,52201,N,20241010170938,POINT (126.99961010174711 37.49418415884896),126.99961010174711,37.49418415884896
1240,110080325,1115509,2117,199999.825,543805.8769,서초-현장-000034,52201,N,20241010170938,POINT (126.99999802109764 37.49370875213171),126.99999802109764,37.49370875213171
1241,110080326,1115102,2118,198726.5746,542158.6076,서초-방배-000035,52201,N,20240917171317,POINT (126.985602937106 37.478865843166474),126.985602937106,37.478865843166474
1242,110080328,1115102,2120,198668.6083,541516.6217,서초-방배-000037,52201,N,20240903172933,POINT (126.98494874317099 37.47308140582661),126.98494874317099,37.47308140582661
1243,110080330,1115102,2122,199646.5008,542275.9057,서초-방배-000039,52201,N,20240917171317,POINT (126.99600336073053 37.47992351946096),126.99600336073053,37.47992351946096
1244,110080331,1115102,2123,200270.5423,542120.8898,서초-방배-000040,52201,N,20240905171638,POINT (127.00305867695398 37.47852683978665),127.00305867695398,37.47852683978665
1245,110087059,1112508,0,195095.9567,561283.2494,은평-현장-19(비),52201,N,20240904171437,POINT (126.94442813985889 37.6511659229808),126.94442813985889,37.6511659229808
1246,110080339,1115105,2131,201040.5796,545965.4865,서초-잠원-000050,52201,N,20240911171506,POINT (127.01176994220607 37.5131663691598),127.01176994220607,37.5131663691598
1247,110080340,1115103,2132,204625.6347,540262.7557,서초-양재-000051,52201,N,20240922173058,POINT (127.05228448368017 37.46177332630763),127.05228448368017,37.46177332630763
1248,110087058,1112106,0,191490.6512,557494.4142,은평-역촌-35(비),52201,N,20240918170454,POINT (126.9036175185476 37.6170027916751),126.9036175185476,37.6170027916751
1249,110080350,1115104,2139,201092.855,543464.7864,서초-서초-000061,52201,N,20240921173252,POINT (127.01235751260735 37.490634855464585),127.01235751260735,37.490634855464585
1250,110080351,1115105,2140,201872.7312,545330.717,서초-잠원-000062,52201,N,20240912172010,POINT (127.02118074943832 37.50744575455062),127.02118074943832,37.50744575455062
1251,110080352,1115105,2141,201777.2352,545422.2731,서초-잠원-000063,52201,N,20240903172933,POINT (127.02010090279678 37.50827086819662),127.02010090279678,37.50827086819662
1252,110080353,1115105,2142,201629.191,545314.1973,서초-잠원-000064,52201,N,20240903172933,POINT (127.01842625258067 37.50729737301892),127.01842625258067,37.50729737301892
1253,110080355,1115105,2144,201659.1356,545226.3069,서초-잠원-000066,52201,N,20240912172010,POINT (127.01876472965452 37.50650542278563),127.01876472965452,37.50650542278563
1254,110080358,1115105,2147,201631.8284,545533.8878,서초-잠원-000069,52201,N,20240903172933,POINT (127.01845656908071 37.50927679033815),127.01845656908071,37.50927679033815
1255,110080359,1115105,2148,201545.33,545499.7781,서초-잠원-000070,52201,N,20240903172933,POINT (127.0174781692939 37.50896960915337),127.0174781692939,37.50896960915337
1256,110080360,1115105,2149,201672.0102,545502.3324,서초-잠원-000071,52201,N,20240903172933,POINT (127.01891096801498 37.50899240282247),127.01891096801498,37.50899240282247
1257,110082612,1102102,2151,194226.1378,545752.047,동작-노량-000267,52201,N,20240905171638,POINT (126.93469383674218 37.511225803433476),126.93469383674218,37.511225803433476
1258,110082614,1102104,2153,196728.8292,543278.7728,동작-백운-000270,52201,N,20240904171437,POINT (126.96301190201494 37.48895371490869),126.96301190201494,37.48895371490869
1259,110082615,1102104,2154,197361.7597,542566.8199,동작-백운-000282,52201,N,20240913171717,POINT (126.9701711843442 37.48254098484925),126.9701711843442,37.48254098484925
1260,110082617,1102104,2156,197253.0564,543518.786,동작-백운-000286,52201,N,20240913171717,POINT (126.96893859805152 37.49111795895659),126.96893859805152,37.49111795895659
1261,110082620,1123103,2158,195912.1234,554470.9833,서대문-홍은-143(,52201,N,20240928171131,POINT (126.95371487835271 37.58979225813173),126.95371487835271,37.58979225813173
1262,110082739,1122103,2159,208964.7519,555206.6267,중랑-망우-3-33(?,52201,N,20240927170947,POINT (127.10151265276491 37.59638576628667),127.10151265276491,37.59638576628667
1263,110082766,1115105,2160,201793.5606,545298.3671,서초-잠원-000068,52201,N,20240903172933,POINT (127.02028524438839 37.50715443751298),127.02028524438839,37.50715443751298
1264,110081780,1113104,2163,191800.5403,550721.8481,마포-서교-000082,52201,N,20240911171506,POINT (126.90720330382676 37.55598534727177),126.90720330382676,37.55598534727177
1265,110081781,1113103,2164,194554.7731,549133.515,마포-염리-000083,52201,N,20240913171717,POINT (126.93838586224524 37.54169487936691),126.93838586224524,37.54169487936691
1266,110081783,1113105,2166,196641.4759,550927.37,마포-공덕-000085,52201,N,20241006170340,POINT (126.96198922611642 37.55786744182646),126.96198922611642,37.55786744182646
1267,110081786,1113105,2169,196683.5473,550112.7439,마포-공덕-000088,52201,N,20240925172028,POINT (126.96246905857315 37.55052783219814),126.96246905857315,37.55052783219814
1268,110080914,1104508,2170,201153.9172,551650.5004,중부-현장-000138,52201,N,20241006170340,POINT (127.01306082910155 37.56438821947068),127.01306082910155,37.56438821947068
1269,110080915,1104106,2171,201128.8862,550348.664,중부-신당-156(비,52201,N,20241005170403,POINT (127.012775508244 37.55265874158185),127.012775508244,37.55265874158185
1270,110080916,1104106,2172,199369.4865,551054.3756,중부-신당-000180,52203,N,20240929171012,POINT (126.99286392647193 37.559017661546726),126.99286392647193,37.559017661546726
1271,110080919,1104508,2173,202290.1512,551605.6376,중부-현장-000174,52201,N,20240928171131,POINT (127.0259213666127 37.5639818841523),127.0259213666127,37.5639818841523
1272,110081788,1113104,2175,192282.6581,550381.0706,마포-서교-000091,52201,N,20240904171437,POINT (126.91266320877865 37.552919115315895),126.91266320877865,37.552919115315895
1273,110081789,1113509,2176,195100.2544,550014.2133,마포-현장-000092,52201,N,20241016170740,POINT (126.94455224321155 37.549633018941066),126.94455224321155,37.549633018941066
1274,110081790,1113509,2177,194380.5552,550333.3244,마포-현장-000093,52201,N,20241013171004,POINT (126.9364053601173 37.55250409743297),126.9364053601173,37.55250409743297
1275,110081792,1113509,2179,193301.1451,549971.9305,마포-현장-000095,52201,N,20240929171012,POINT (126.92419310146497 37.54924073614332),126.92419310146497,37.54924073614332
1276,110081793,1113104,2180,192940.8144,551886.421,마포-서교-000096,52201,N,20241012170657,POINT (126.92009704288006 37.56648753832457),126.92009704288006,37.56648753832457
1277,110081794,1113509,2181,193655.1045,550006.9635,마포-현장-000097,52201,N,20240923174024,POINT (126.92819834065602 37.54955888634495),126.92819834065602,37.54955888634495
1278,110081795,1113105,2182,196567.389,550766.4958,마포-공덕-000098,52201,N,20241006170340,POINT (126.96115148535932 37.55641769690647),126.96115148535932,37.55641769690647
1279,110081797,1113104,2184,193418.094,551441.5351,마포-서교-000100,52201,N,20240930170849,POINT (126.9255033603907 37.5624826690645),126.9255033603907,37.5624826690645
1280,110080094,1123505,2185,193330.266,552633.7442,서대문-현장-2(비,52205,N,20241006170340,POINT (126.92449844736608 37.57322378158051),126.92449844736608,37.57322378158051
1281,110080103,1112105,2186,194639.0055,556567.2012,은평-녹번--8(비),52201,N,20240910170747,POINT (126.93928461870176 37.60867244828119),126.93928461870176,37.60867244828119
1282,110080105,1112107,2187,191579.3543,555257.8097,은평-수색-10(비),52201,N,20241002172303,POINT (126.9046479545359 37.596852058301394),126.9046479545359,37.596852058301394
1283,110080106,1112105,2188,194399.106,555392.671,은평-녹번-11(비),52201,N,20241015171238,POINT (126.93657664839579 37.5980886224139),126.93657664839579,37.5980886224139
1284,110080144,1112105,2190,193443.0099,555021.3603,은평-녹번-34(비),52201,N,20241015171238,POINT (126.92575334811362 37.594736833419574),126.92575334811362,37.594736833419574
1285,110080149,1112105,2193,193872.5849,555683.7817,은평-녹번-39(비),52201,N,20241015171238,POINT (126.93061200169062 37.600708146981155),126.93061200169062,37.600708146981155
1286,110081719,1113103,1857,195104.2449,548548.4524,마포-염리-000015,52201,N,20241008170835,POINT (126.94460717334951 37.53642654728834),126.94460717334951,37.53642654728834
1287,110081721,1113103,1858,195517.3849,548904.9895,마포-염리-000027,52201,N,20240911171506,POINT (126.94927945190013 37.53964104648746),126.94927945190013,37.53964104648746
1288,110081722,1113105,1860,196505.8257,550764.5486,마포-공덕-000019,52201,N,20240914171115,POINT (126.96045475321586 37.556399921385996),126.96045475321586,37.556399921385996
1289,110081723,1113105,1861,196218.8653,549461.6511,마포-공덕-000020,52201,N,20241012170657,POINT (126.95721379650065 37.544659706674814),126.95721379650065,37.544659706674814
1290,110081725,1113103,1863,195458.6171,548678.8943,마포-염리-000018,52201,N,20240911171506,POINT (126.9486158955631 37.53760364158542),126.9486158955631,37.53760364158542
1291,110081726,1113104,1864,193251.8241,551815.3251,마포-서교-000079,52201,N,20240925172028,POINT (126.92361801436307 37.56584929773126),126.92361801436307,37.56584929773126
1292,110081728,1113105,1866,196363.2016,549894.0344,마포-공덕-000022,52205,N,20240929171012,POINT (126.9588449213488 37.54855605536262),126.9588449213488,37.54855605536262
1293,110081730,1113105,1867,196543.9952,549903.7354,마포-공덕-000025,52201,N,20241012170657,POINT (126.96089078870182 37.5486441565747),126.96089078870182,37.5486441565747
1294,110081731,1113107,1868,190805.5798,553061.4454,마포-상암-000026,52202,N,20241016170740,POINT (126.89591361138777 37.57705560251943),126.89591361138777,37.57705560251943
1295,110081313,1107105,1869,205834.7806,555705.6425,동대문-휘경-021(,52201,N,20240927170947,POINT (127.06607432658386 37.60090701236613),127.06607432658386,37.60090701236613
1296,110081733,1113509,1871,194310.2133,549546.3292,마포-현장-000030,52201,N,20241010170938,POINT (126.93561540843801 37.54541285445827),126.93561540843801,37.54541285445827
1297,110081735,1113103,1874,195490.0561,550551.7568,마포-염리-000034,52201,N,20241016170740,POINT (126.94896011270721 37.55447826309461),126.94896011270721,37.55447826309461
1298,110081736,1113103,1875,195226.8186,548564.3871,마포-염리-000039,52201,N,20241008170835,POINT (126.94599392449952 37.536570761333536),126.94599392449952,37.536570761333536
1299,110081738,1113104,1877,192262.4056,549750.2531,마포-서교-000035,52201,N,20241005170403,POINT (126.91244066141311 37.547235296214545),126.91244066141311,37.547235296214545
1300,110081739,1113104,1878,191831.7941,550697.5955,마포-서교-000041,52201,N,20240911171506,POINT (126.9075572855913 37.55576710968233),126.9075572855913,37.55576710968233
1301,110080920,1104508,1880,202010.9348,551433.0011,중부-현장-000166,52201,N,20240929171012,POINT (127.02276054743197 37.56242708709502),127.02276054743197,37.56242708709502
1302,110081798,1113104,1881,192563.9417,550402.3228,마포-서교-000101,52201,N,20240928171131,POINT (126.91584626339103 37.553112908672),126.91584626339103,37.553112908672
1303,110080925,1104106,1883,200959.0178,550826.7982,중부-신당-000178,52201,N,20240928171131,POINT (127.01085374694777 37.556966912200735),127.01085374694777,37.556966912200735
1304,110080926,1104106,1884,201130.0393,551160.0809,중부-신당-000172,52201,N,20241001170335,POINT (127.01278980721999 37.559969586073564),127.01278980721999,37.559969586073564
1305,110080929,1104508,1887,201675.0775,551901.1692,중부-현장-000173,52201,N,20240928171131,POINT (127.01896025225307 37.56664593554001),127.01896025225307,37.56664593554001
1306,110080930,1104508,1888,201625.7426,552022.1422,중부-현장-000155,52201,N,20240928171131,POINT (127.01840209720756 37.56773598555253),127.01840209720756,37.56773598555253
1307,110080931,1104508,1889,201817.5286,551841.4178,중부-현장-000149,52201,N,20240928171131,POINT (127.02057251236182 37.56610730790679),127.02057251236182,37.56610730790679
1308,110080932,1104106,1890,200073.6128,551116.8453,중부-신당-000162,52201,N,20240928171131,POINT (127.00083314680295 37.55958072441734),127.00083314680295,37.55958072441734
1309,110080935,1104106,1893,199737.6646,550428.6866,중부-신당-000167,52201,N,20240929171012,POINT (126.99703114415918 37.55338039743711),126.99703114415918,37.55338039743711
1310,110080936,1104106,1894,199546.1107,550485.3907,중부-신당-000170,52201,N,20240929171012,POINT (126.9948632891452 37.55389122579037),126.9948632891452,37.55389122579037
1311,110080937,1104105,1895,200552.2861,551728.5098,중부-을지-000150,52203,N,20240915171258,POINT (127.00625121300268 37.565091638156545),127.00625121300268,37.565091638156545
1312,110080923,1104508,1898,200941.3577,551332.8774,중부-현장-000179,52201,N,20241006170340,POINT (127.01065452686339 37.56152668905956),127.01065452686339,37.56152668905956
1313,110080836,1103109,1679,201144.1507,552988.9236,종로-숭인-6-54(?,52201,N,20240922173058,POINT (127.0129523732678 37.57644736220021),127.0129523732678,37.57644736220021
1314,110080837,1103109,1680,201473.9152,552811.0635,종로-숭인-6-08(?,52201,N,20241004171217,POINT (127.01668511900534 37.57484438383126),127.01668511900534,37.57484438383126
1315,110080838,1103109,1681,201886.3293,552652.8933,종로-숭인-6-34(?,52201,N,20240906171233,POINT (127.02135335106527 37.57341852650389),127.02135335106527,37.57341852650389
1316,110081587,1109102,1682,200451.1396,554192.3135,성북-돈암-125(비,52201,N,20240930170849,POINT (127.00510787261645 37.58729042826183),127.00510787261645,37.58729042826183
1317,110080839,1104508,1683,201006.3135,552147.3386,중부-현장-000054,52201,N,20241006170340,POINT (127.0113908304924 37.56886488436753),127.0113908304924,37.56886488436753
1318,110080840,1103109,1684,201570.6587,552718.626,종로-숭인-6-06(?,52201,N,20241004171217,POINT (127.01778008354911 37.57401136698993),127.01778008354911,37.57401136698993
1319,110080841,1103109,1685,201422.8995,553097.8413,종로-숭인-6-12(?,52201,N,20240919171236,POINT (127.01610816406965 37.577428316087975),127.01610816406965,37.577428316087975
1320,110080843,1103109,1687,200671.5891,552886.799,종로-숭인-6-43(?,52201,N,20241002172303,POINT (127.007602639879 37.575527690922215),127.007602639879,37.575527690922215
1321,110080848,1104106,1692,200636.7802,550578.3976,중부-신당-000071,52201,N,20240930170849,POINT (127.00720658624407 37.55472910773869),127.00720658624407,37.55472910773869
1322,110080851,1104105,1694,200025.5101,551565.8563,중부-을지-000089,52201,N,20241001170335,POINT (127.00028873793022 37.56362630131226),127.00028873793022,37.56362630131226
1323,110080852,1104508,1695,201050.3358,551676.2632,중부-현장-000102,52201,N,20241006170340,POINT (127.01188846043358 37.56462046520747),127.01188846043358,37.56462046520747
1324,110080853,1104106,1696,200378.0145,550318.1084,중부-신당-000103,52201,N,20240930170849,POINT (127.00427794196234 37.552384049853266),127.00427794196234,37.552384049853266
1325,110080854,1104508,1697,201566.0415,551457.733,중부-현장-000101,52201,N,20240929171012,POINT (127.01772512391285 37.56265078400933),127.01772512391285,37.56265078400933
1326,110080855,1104106,1698,200403.1433,550073.0926,중부-신당-107(비,52201,N,20240930170849,POINT (127.00456218682885 37.550176451063905),127.00456218682885,37.550176451063905
1327,110080857,1104508,1700,202037.4046,551901.9055,중부-현장-000104,52201,N,20240928171131,POINT (127.02306144528765 37.56665183969622),127.02306144528765,37.56665183969622
1328,110080859,1103109,1702,201753.0651,552961.7903,종로-숭인-6-02(?,52201,N,20241013171004,POINT (127.01984553166601 37.57620193510999),127.01984553166601,37.57620193510999
1329,110081588,1109102,1703,201387.5124,555484.3532,성북-돈암-126(비,52201,N,20240926171119,POINT (127.01571207790822 37.598930665762026),127.01571207790822,37.598930665762026
1330,110081590,1109102,1705,200393.8807,554764.8687,성북-돈암-128(비,52201,N,20241015171238,POINT (127.00445988626869 37.592449133233465),127.00445988626869,37.592449133233465
1331,110081591,1109507,1706,203159.7233,555554.9864,성북-현장-129(비,52201,N,20241013171004,POINT (127.03578075261551 37.5995626866321),127.03578075261551,37.5995626866321
1332,110081592,1109103,1707,201675.7308,555937.1049,성북-길음-130(비,52201,N,20240905171638,POINT (127.01897687564895 37.60300943654398),127.01897687564895,37.60300943654398
1333,110081593,1109507,1708,204426.909,556078.8674,성북-현장-131(비,52201,N,20241005170403,POINT (127.05013354491464 37.604277580448645),127.05013354491464,37.604277580448645
1334,110081594,1109507,1709,202781.9301,555870.8442,성북-현장-132(비,52201,N,20241004171217,POINT (127.03150381753973 37.60240975496586),127.03150381753973,37.60240975496586
1335,110081595,1109104,1710,203475.1391,556915.511,성북-장위-133(비,52201,N,20241011171100,POINT (127.03935898327099 37.61181973686754),127.03935898327099,37.61181973686754
1336,110081596,1109104,1711,204405.6485,557288.902,성북-장위-134(비,52201,N,20240924174257,POINT (127.04990005897572 37.61517996107788),127.04990005897572,37.61517996107788
1337,110081597,1109507,1712,204571.7314,556181.0832,성북-현장-135(비,52201,N,20241005170403,POINT (127.05177425703788 37.60519782623206),127.05177425703788,37.60519782623206
1338,110081598,1109102,1713,200993.0739,554254.2292,성북-돈암-72(비),52201,N,20241010170938,POINT (127.01124382076218 37.58784785921203),127.01124382076218,37.58784785921203
1339,110081599,1109104,1714,205108.0817,556583.562,성북-장위-137(비,52201,N,20241014170658,POINT (127.05785115943628 37.60882129615272),127.05785115943628,37.60882129615272
1340,110081600,1109507,1715,203588.2286,555960.7898,성북-현장-138(비,52201,N,20240917171317,POINT (127.04063514039002 37.603217365445566),127.04063514039002,37.603217365445566
1341,110082787,1116104,1716,192464.6246,540051.3914,관악-난곡-000070,52201,N,20241014170658,POINT (126.91482831612976 37.45984978233795),126.91482831612976,37.45984978233795
1342,110082815,1100106,1719,196760.3366,550991.2053,중부-회현-000257,52201,N,20240925172028,POINT (126.9633341739801 37.558443021406234),126.9633341739801,37.558443021406234
1343,110082915,1108105,1721,192406.5313,545189.1449,영등포-신길-0000,52201,N,20240927170947,POINT (126.91411872476169 37.506140862506975),126.91411872476169,37.506140862506975
1344,110080220,1114104,1725,203193.2743,544246.101,강남-역삼-000025,52201,N,20240914171115,POINT (127.03611149533883 37.49766968187662),127.03611149533883,37.49766968187662
1345,110080221,1114104,1726,203369.0483,543634.1145,강남-역삼-000026,52201,N,20240914171115,POINT (127.03809645367345 37.49215501814383),127.03809645367345,37.49215501814383
1346,110080222,1114104,1727,204563.0923,544228.6151,강남-역삼-000027,52201,N,20240928171131,POINT (127.05160212028541 37.49750638202634),127.05160212028541,37.49750638202634
1347,110080224,1114104,1728,202801.7964,545071.0323,강남-역삼-000029,52201,N,20240912172010,POINT (127.03168756580388 37.505103630845554),127.03168756580388,37.505103630845554
1348,110080226,1114104,1730,202586.0856,544755.5145,강남-역삼-000031,52201,N,20241003171106,POINT (127.02924682585592 37.502261427524985),127.02924682585592,37.502261427524985
1349,110080227,1114104,1731,202887.5785,544915.0847,강남-역삼-000032,52201,N,20241003171106,POINT (127.03265712616887 37.50369827046247),127.03265712616887,37.50369827046247
1350,110080229,1114104,1733,203150.2591,544088.8452,강남-역삼-000034,52201,N,20240914171115,POINT (127.03562438021623 37.49625294472295),127.03562438021623,37.49625294472295
1351,110080231,1114507,1735,205601.3116,544626.0746,강남-현장-000036,52203,N,20240924174257,POINT (127.06334593132756 37.50108180285306),127.06334593132756,37.50108180285306
1352,110080233,1114507,1737,204088.4385,546980.9346,강남-현장-000038,52201,N,20240929171012,POINT (127.04624975695816 37.52230712220128),127.04624975695816,37.52230712220128
1353,110080234,1114507,1738,204745.2681,547164.8263,강남-현장-000039,52203,N,20240920172927,POINT (127.05368121310111 37.52396084712994),127.05368121310111,37.52396084712994
1354,110080235,1114507,1739,205788.2759,546326.8677,강남-현장-000040,52201,N,20240928171131,POINT (127.06547371581291 37.51640486737201),127.06547371581291,37.51640486737201
1355,110080237,1114507,1740,204112.0043,545986.1882,강남-현장-000042,52201,N,20240929171012,POINT (127.0465107778147 37.513344321585976),127.0465107778147,37.513344321585976
1356,110080239,1114103,1742,203073.6977,547417.4237,강남-영동-000010,52201,N,20241001170335,POINT (127.03477250380207 37.52624383602746),127.03477250380207,37.52624383602746
1357,110080240,1114103,1743,202163.9401,546837.3183,강남-영동-000011,52201,N,20241001170335,POINT (127.02447877987049 37.52101965403796),127.02447877987049,37.52101965403796
1358,110080241,1114103,1744,202778.5947,546554.1024,강남-영동-000014,52201,N,20240920172927,POINT (127.03143076369639 37.518466224653615),127.03143076369639,37.518466224653615
1359,110080243,1114507,1745,204859.6278,544257.1452,강남-현장-000058,52201,N,20240925172028,POINT (127.05495570440412 37.497761927586446),127.05495570440412,37.497761927586446
1360,110080244,1114507,1746,205037.8361,544408.8764,강남-현장-000059,52201,N,20240924174257,POINT (127.05697203281422 37.49912807998768),127.05697203281422,37.49912807998768
1361,110081432,1109507,1748,203050.7694,556710.1581,성북-현장-1(비),52201,N,20240926171119,POINT (127.03455177092839 37.60997103496327),127.03455177092839,37.60997103496327
1362,110081434,1109103,1750,201197.8804,556385.1692,성북-길음-6(비),52201,N,20241016170740,POINT (127.0135661743481 37.60704719728342),127.0135661743481,37.60704719728342
1363,110081435,1109507,1751,203211.8266,555412.2233,성북-현장-7(비),52201,N,20241013171004,POINT (127.03637014490924 37.59827622387268),127.03637014490924,37.59827622387268
1364,110082396,1116104,1752,193136.1293,541894.9254,관악-난곡-000123,52201,N,20240913171717,POINT (126.92240110039006 37.47646543753511),126.92240110039006,37.47646543753511
1365,110081436,1109507,1753,201823.6803,555515.9472,성북-현장-8(비),52201,N,20240927170947,POINT (127.0206512862587 37.599214563966136),127.0206512862587,37.599214563966136
1366,110081439,1109103,1755,200278.1063,557179.6203,성북-길음-11(비),52201,N,20240928171131,POINT (127.00314989727302 37.61420585359057),127.00314989727302,37.61420585359057
1367,110081440,1109103,1756,200854.5555,557002.5017,성북-길음-12(비),52201,N,20241013171004,POINT (127.00967868941929 37.61260968002335),127.00967868941929,37.61260968002335
1368,110081441,1109102,1757,199585.1103,555061.3614,성북-돈암-21(비),52202,N,20240911171506,POINT (126.99530206222248 37.59512049884924),126.99530206222248,37.59512049884924
1369,110081442,1109103,1758,200946.6293,555499.9245,성북-길음-13(비),52201,N,20240923174024,POINT (127.01071957366047 37.599071520801736),127.01071957366047,37.599071520801736
1370,110081443,1109103,1759,200369.6015,555576.1106,성북-길음-14(비),52201,N,20240923174024,POINT (127.00418538379336 37.59975836323085),127.00418538379336,37.59975836323085
1371,110081445,1109102,1761,201441.9864,555553.6106,성북-돈암-16(비),52201,N,20240926171119,POINT (127.01632907341728 37.59955458490768),127.01632907341728,37.59955458490768
1372,110081446,1109507,1762,203003.0137,556215.6052,성북-현장-18(비),52201,N,20241005170403,POINT (127.03400888055724 37.6055153224555),127.03400888055724,37.6055153224555
1373,110081447,1109103,1763,200610.3714,556413.7964,성북-길음-19(비),52201,N,20241013171004,POINT (127.00691257115575 37.6073057026942),127.00691257115575,37.6073057026942
1374,110081448,1109103,1764,199582.639,556351.2396,성북-길음-20(비),52201,N,20241005170403,POINT (126.99527334366293 37.606742180128336),126.99527334366293,37.606742180128336
1375,110081449,1109507,1765,202637.9699,556162.5995,성북-현장-22(비),52201,N,20241012170657,POINT (127.02987459941855 37.605038865349144),127.02987459941855,37.605038865349144
1376,110081751,1113104,1548,191710.7796,550700.5958,마포-서교-000050,52201,N,20240911171506,POINT (126.90618768593059 37.55579306205336),126.90618768593059,37.55579306205336
1377,110081753,1113103,1550,195742.601,548997.2002,마포-염리-000038,52201,N,20240911171506,POINT (126.95182722456906 37.54047293162478),126.95182722456906,37.54047293162478
1378,110081755,1113105,1553,196095.8456,550837.4444,마포-공덕-000053,52201,N,20240919171236,POINT (126.95581442513729 37.5570550652814),126.95581442513729,37.5570550652814
1379,110081756,1113106,1554,191782.9057,551413.5626,마포-성산-000054,52201,N,20240924174257,POINT (126.90699597985773 37.56221750950696),126.90699597985773,37.56221750950696
1380,110081323,1107102,1555,204354.3362,554189.1163,동대문-청량-027(,52201,N,20240928171131,POINT (127.04930044344378 37.587251436696036),127.04930044344378,37.587251436696036
1381,110081757,1113103,1556,196767.681,550003.8612,마포-염리-000056,52205,N,20241008170835,POINT (126.9634216445535 37.549547099721956),126.9634216445535,37.549547099721956
1382,110081324,1107103,1558,205193.5298,553401.9739,동대문-전농-47(?,52201,N,20240928171131,POINT (127.0587963361941 37.580154989134215),127.0587963361941,37.580154989134215
1383,110081520,1109102,2027,200017.4163,554756.3257,성북-돈암-153(비,52201,N,20240905171638,POINT (127.00019720346118 37.59237224558192),127.00019720346118,37.59237224558192
1384,110081521,1109102,2028,200802.5081,553816.0759,성북-돈암-154(비,52201,N,20240930170849,POINT (127.00908570928719 37.58390031455228),127.00908570928719,37.58390031455228
1385,110081522,1109102,2029,201397.4163,554708.3827,성북-돈암-155(비,52201,N,20240912172010,POINT (127.01582274842936 37.59193922259153),127.01582274842936,37.59193922259153
1386,110081523,1109102,2030,199322.7359,554816.2323,성북-돈암-156(비,52201,N,20240905171638,POINT (126.99233133393999 37.592911750272094),126.99233133393999,37.592911750272094
1387,110081526,1109102,2031,199326.0606,555200.7298,성북-돈암-159(비,52201,N,20240911171506,POINT (126.99236862577483 37.596376043041914),126.99236862577483,37.596376043041914
1388,110081528,1109102,2033,199611.7373,554965.1346,성북-돈암-161(비,52201,N,20240911171506,POINT (126.99560361984338 37.59425351504302),126.99560361984338,37.59425351504302
1389,110081529,1109102,2034,200104.134,554733.2419,성북-돈암-162(비,52201,N,20240905171638,POINT (127.00117909820544 37.59216425666341),127.00117909820544,37.59216425666341
1390,110081531,1109102,2036,201708.5254,555225.714,성북-돈암-165(비,52201,N,20240914171115,POINT (127.0193465995473 37.596599809637425),127.0193465995473,37.596599809637425
1391,110081532,1109103,2037,200952.8091,556759.4243,성북-길음-167(비,52201,N,20241013171004,POINT (127.01079119250929 37.610419482752306),127.01079119250929,37.610419482752306
1392,110082180,1116509,2040,194521.2792,540848.0668,관악-현장-000015,52201,N,20240907171138,POINT (126.9380685666812 37.467042384321246),126.9380685666812,37.467042384321246
1393,110082181,1116102,2041,196344.1264,543238.4152,관악-봉천-000114,52201,N,20240917171317,POINT (126.95866215476663 37.48858864792645),126.95866215476663,37.48858864792645
1394,110082182,1102104,2042,197308.8111,543046.2448,동작-백운-000216,52201,N,20240913171717,POINT (126.9695707781837 37.4868604905173),126.9695707781837,37.4868604905173
1395,110082185,1116103,2045,193416.5365,542236.5848,관악-신림-000111,52201,N,20241010170938,POINT (126.92556816422987 37.479545857946256),126.92556816422987,37.479545857946256
1396,110082186,1116103,2046,193144.4107,542882.7787,관악-신림-000113,52201,N,20240905171638,POINT (126.92248553111462 37.4853661383901),126.92248553111462,37.4853661383901
1397,110082187,1116103,2047,194209.6748,542161.964,관악-신림-000063,52201,N,20241012170657,POINT (126.93453586996269 37.47887882660491),126.93453586996269,37.47887882660491
1398,110082188,1116103,2048,193961.5265,542483.0136,관악-신림-000064,52201,N,20240906171233,POINT (126.93172773044583 37.481769923071376),126.93172773044583,37.481769923071376
1399,110082190,1116103,2050,193469.2426,542081.1666,관악-신림-000066,52201,N,20240925172028,POINT (126.92616543030108 37.47814590046012),126.92616543030108,37.47814590046012
1400,110082193,1102508,2052,192360.1064,543798.0821,동작-현장-000132,52201,N,20240913171717,POINT (126.91360810604814 37.49360693258233),126.91360810604814,37.49360693258233
1401,110082194,1102508,2053,192300.6123,543256.8122,동작-현장-000133,52201,N,20240909171454,POINT (126.91294100809328 37.488729562078774),126.91294100809328,37.488729562078774
1402,110082196,1102103,2055,195096.9149,543872.4626,동작-상도-000135,52201,N,20240925172028,POINT (126.94455541598983 37.49429568344891),126.94455541598983,37.49429568344891
1403,110080965,1104105,2058,200507.1717,552137.2495,중부-을지-000197,52201,N,20240911171506,POINT (127.00574085499542 37.56877439196144),127.00574085499542,37.56877439196144
1404,110081760,1113509,2059,193405.5663,549914.8522,마포-현장-000059,52201,N,20240929171012,POINT (126.92537528495544 37.54872721459784),126.92537528495544,37.54872721459784
1405,110081761,1113509,2062,194391.4935,549516.333,마포-현장-000060,52201,N,20241010170938,POINT (126.936535388995 37.5451430870119),126.936535388995,37.5451430870119
1406,110080969,1104508,2064,201146.8703,551603.8864,중부-현장-000203,52201,N,20241006170340,POINT (127.01298099456399 37.56396823785851),127.01298099456399,37.56396823785851
