age_group,correlation,p_value
미성년자_비율,0.28784958024407226,0.16292476743454742
청년_비율,0.0760459819332559,0.7178846154830018
중년_비율,0.142310455081902,0.4973976559387653
장년_비율,-0.5023562849770536,0.010494644110663037
고령_비율,-0.4782490774678171,0.01559791183015268
