age_group,correlation,p_value,slope,r_squared
미성년자_비율,-0.6112429776098348,0.0011700423739902422,-0.3418562824950779,0.373617977677337
청년_비율,0.4509241291862911,0.023678008928898837,0.15713080744422894,0.20333257028241494
중년_비율,0.014626212789166934,0.9446787912212689,0.01674850026982314,0.0002139261005539904
장년_비율,-0.04698600031448394,0.8235158319787385,-0.05570943234503051,0.0022076842255526847
고령_비율,-0.19086239739472327,0.36077164963257685,-0.21091427674591465,0.03642845473926127
