,자치구,접수시각,소방서_거리,사망자수,부상자수,발화원인_대분류,접수시각_년원일,접수시각_년월일
2553,중구,20230723202854,2,0,0,,20230723202854,20230723
2554,동작구,20230626094859,1,0,0,,20230626094859,20230626
2555,금천구,20230621054842,2,0,0,생활기기,20230621054842,20230621
2556,구로구,20230816151832,1,0,0,,20230816151832,20230816
2557,강북구,20230723235028,0,0,0,,20230723235028,20230723
2558,강서구,20230812141501,1,0,0,,20230812141501,20230812
2559,광진구,20230723014548,2,0,1,,20230723014548,20230723
2560,마포구,20230904104124,3,0,0,,20230904104124,20230904
2561,강남구,20230817053716,3,0,0,,20230817053716,20230817
2562,강북구,20230806202448,5,0,1,전기설비,20230806202448,20230806
2563,관악구,20230726190144,6,0,0,,20230726190144,20230726
2564,용산구,20230802213033,2,0,0,,20230802213033,20230802
2565,금천구,20230908075217,1,0,0,,20230908075217,20230908
2566,성북구,20230911005958,2,0,0,,20230911005958,20230911
2567,영등포구,20230724212058,0,0,0,전기설비,20230724212058,20230724
2568,마포구,20230626000816,3,0,0,,20230626000816,20230626
2569,성동구,20230812024642,2,0,0,,20230812024642,20230812
2570,영등포구,20230812145551,2,0,0,계절용 기기,20230812145551,20230812
2571,관악구,20230724005241,4,0,0,,20230724005241,20230724
2572,영등포구,20230802125659,3,0,0,,20230802125659,20230802
2573,금천구,20230802074928,1,0,0,배선/배선기구,20230802074928,20230802
2574,광진구,20230724130859,1,0,0,주방기기,20230724130859,20230724
2575,강북구,20231005164619,2,0,0,,20231005164619,20231005
2576,종로구,20230713151812,10,0,0,,20230713151812,20230713
2577,강서구,20230704195233,2,0,0,,20230704195233,20230704
2578,강동구,20230705092522,2,0,0,,20230705092522,20230705
2579,관악구,20230705135140,3,0,0,주방기기,20230705135140,20230705
2580,노원구,20230502131223,3,0,0,,20230502131223,20230502
2581,강북구,20230709184741,1,0,0,,20230709184741,20230709
2582,성동구,20230709104615,1,0,0,생활기기,20230709104615,20230709
2583,송파구,20230505160227,2,0,0,,20230505160227,20230505
2584,도봉구,20230706125703,2,0,0,주방기기,20230706125703,20230706
2585,광진구,20230802145825,1,0,0,,20230802145825,20230802
2586,노원구,20230802185515,4,0,0,주방기기,20230802185515,20230802
2587,동대문구,20230802070218,4,0,0,주방기기,20230802070218,20230802
2588,영등포구,20230703190813,2,0,0,전기설비,20230703190813,20230703
2589,강동구,20230704095247,2,0,0,배선/배선기구,20230704095247,20230704
2590,관악구,20230704233553,4,0,0,,20230704233553,20230704
2591,은평구,20230702210008,7,0,0,,20230702210008,20230702
2592,강서구,20230505154644,2,0,0,,20230505154644,20230505
2593,금천구,20230705114815,1,0,0,산업장비,20230705114815,20230705
2594,송파구,20230503205526,2,0,0,,20230503205526,20230503
2595,은평구,20230705130856,4,0,0,,20230705130856,20230705
2596,서초구,20230419025144,1,0,0,,20230419025144,20230419
2597,강북구,20230705172633,4,0,0,배선/배선기구,20230705172633,20230705
2598,노원구,20230703121409,0,0,0,전기설비,20230703121409,20230703
2599,송파구,20230505145826,6,0,0,,20230505145826,20230505
2600,구로구,20230704215130,3,0,0,,20230704215130,20230704
2601,동작구,20230802011213,8,0,0,,20230802011213,20230802
2602,성북구,20230704165053,3,0,0,,20230704165053,20230704
2603,서초구,20230425121020,6,0,0,,20230425121020,20230425
2604,양천구,20230709170932,1,0,0,주방기기,20230709170932,20230709
2605,종로구,20230705133107,1,0,0,,20230705133107,20230705
2606,강남구,20230705222921,3,0,0,,20230705222921,20230705
2607,용산구,20230505042805,0,0,0,,20230505042805,20230505
2608,강북구,20230707201727,1,0,0,,20230707201727,20230707
2609,은평구,20231005102739,2,0,0,,20231005102739,20231005
2610,강남구,20230704113448,5,0,0,,20230704113448,20230704
2611,관악구,20230817192015,2,0,0,주방기기,20230817192015,20230817
2612,서초구,20230429095700,3,0,0,"차량, 선박부품",20230429095700,20230429
2613,성북구,20230709125030,1,0,0,,20230709125030,20230709
2614,중랑구,20230708194834,3,0,4,,20230708194834,20230708
2615,강남구,20230709105929,2,0,0,,20230709105929,20230709
2616,노원구,20230707114530,1,0,0,,20230707114530,20230707
2617,서대문구,20230704120609,3,0,0,,20230704120609,20230704
2618,강남구,20230707000746,1,0,0,,20230707000746,20230707
2619,도봉구,20230503121933,0,0,0,,20230503121933,20230503
2620,강동구,20230429154714,0,0,0,,20230429154714,20230429
2621,강북구,20230503164412,3,0,0,,20230503164412,20230503
2622,광진구,20230704175720,1,0,0,계절용 기기,20230704175720,20230704
2623,광진구,20230502195917,2,0,0,,20230502195917,20230502
2624,서초구,20230427154913,3,0,0,주방기기,20230427154913,20230427
2625,도봉구,20230709152107,1,0,0,,20230709152107,20230709
2626,성북구,20230708230726,2,0,0,,20230708230726,20230708
2627,송파구,20230503102200,0,0,2,전기설비,20230503102200,20230503
2628,송파구,20230708224750,6,0,0,,20230708224750,20230708
2629,영등포구,20230814204440,3,0,0,전기설비,20230814204440,20230814
2630,강남구,20230504231912,7,0,0,,20230504231912,20230504
2631,송파구,20230505195157,6,0,0,,20230505195157,20230505
2632,강남구,20230505004449,3,0,0,,20230505004449,20230505
2633,중구,20230707051151,0,0,0,,20230707051151,20230707
2634,중랑구,20230704151403,4,0,0,,20230704151403,20230704
2635,서대문구,20230704074349,4,0,0,,20230704074349,20230704
2636,동대문구,20230627150605,1,0,0,,20230627150605,20230627
2637,강남구,20230705124556,2,0,0,,20230705124556,20230705
2638,용산구,20230502105426,3,0,0,,20230502105426,20230502
2639,도봉구,20230709104444,1,0,0,,20230709104444,20230709
2640,영등포구,20230505002301,2,0,0,,20230505002301,20230505
2641,중랑구,20230707071148,5,0,0,,20230707071148,20230707
2642,중구,20231005090715,1,0,0,,20231005090715,20231005
2643,은평구,20230725055613,2,0,1,,20230725055613,20230725
2644,용산구,20230802124124,2,0,0,,20230802124124,20230802
2645,송파구,20230503142026,1,0,0,,20230503142026,20230503
2646,동대문구,20230429183512,1,0,0,,20230429183512,20230429
2647,서초구,20230421082743,2,0,0,,20230421082743,20230421
2648,종로구,20230502232041,2,0,0,,20230502232041,20230502
2649,은평구,20230707101957,3,0,0,,20230707101957,20230707
2650,노원구,20230802152729,3,0,0,,20230802152729,20230802
2651,강북구,20230501220842,1,0,0,,20230501220842,20230501
2652,강남구,20230708230913,1,0,0,,20230708230913,20230708
2653,구로구,20230505030203,2,0,0,상업장비,20230505030203,20230505
2654,노원구,20230504233311,2,0,0,주방기기,20230504233311,20230504
2655,서대문구,20230706190442,2,0,0,,20230706190442,20230706
2656,관악구,20230707100727,4,0,0,주방기기,20230707100727,20230707
2657,광진구,20230707150036,2,0,0,,20230707150036,20230707
2658,영등포구,20230819180031,4,0,0,,20230819180031,20230819
2659,동대문구,20230413115718,1,0,0,주방기기,20230413115718,20230413
2660,동작구,20230705024925,1,0,0,,20230705024925,20230705
2661,강서구,20230705200926,3,0,0,,20230705200926,20230705
2662,중랑구,20230502171538,1,0,0,,20230502171538,20230502
2663,은평구,20230423141211,1,0,0,,20230423141211,20230423
2664,성동구,20230709201247,2,0,0,,20230709201247,20230709
2665,광진구,20230505003712,3,0,0,,20230505003712,20230505
2666,서대문구,20230505121813,5,0,0,,20230505121813,20230505
2667,성동구,20230707084742,3,0,0,,20230707084742,20230707
2668,금천구,20230703160502,1,0,0,전기설비,20230703160502,20230703
2669,양천구,20230707113918,4,0,0,,20230707113918,20230707
2670,성동구,20230423231748,2,0,0,계절용 기기,20230423231748,20230423
2671,중랑구,20230711172022,4,0,0,,20230711172022,20230711
2672,구로구,20230505170053,2,0,0,,20230505170053,20230505
2673,용산구,20230707101752,1,0,0,,20230707101752,20230707
2674,마포구,20230707202639,2,0,0,전기설비,20230707202639,20230707
2675,양천구,20230503135821,5,0,0,,20230503135821,20230503
2676,마포구,20230704222224,2,0,0,계절용 기기,20230704222224,20230704
2677,강북구,20230705154609,3,0,0,배선/배선기구,20230705154609,20230705
2678,마포구,20230501233411,9,0,0,,20230501233411,20230501
2679,마포구,20230503172812,4,0,0,,20230503172812,20230503
2680,은평구,20230422042442,3,0,0,,20230422042442,20230422
2681,서대문구,20230705185504,5,0,0,,20230705185504,20230705
2682,송파구,20230705161116,3,0,0,,20230705161116,20230705
2683,성북구,20230705140024,1,0,0,,20230705140024,20230705
2684,도봉구,20230502064406,4,0,0,,20230502064406,20230502
2685,관악구,20230723000303,0,0,0,배선/배선기구,20230723000303,20230723
2686,서대문구,20230723031647,2,0,0,생활기기,20230723031647,20230723
2687,강서구,20230707165519,4,0,0,,20230707165519,20230707
2688,강서구,20230503115025,5,0,0,전기설비,20230503115025,20230503
2689,강남구,20230711162257,2,0,0,,20230711162257,20230711
2690,강남구,20230711180244,4,0,0,"차량, 선박부품",20230711180244,20230711
2691,노원구,20230705040943,5,0,0,전기설비,20230705040943,20230705
2692,송파구,20230501232832,2,0,0,생활기기,20230501232832,20230501
2693,강남구,20230503205824,3,0,1,,20230503205824,20230503
2694,중구,20230705063710,2,0,0,계절용 기기,20230705063710,20230705
2695,구로구,20230812000241,2,0,0,,20230812000241,20230812
2696,성북구,20230713093104,10,0,0,"차량, 선박부품",20230713093104,20230713
2697,금천구,20230813164721,1,0,0,,20230813164721,20230813
2698,양천구,20230819005415,3,0,0,,20230819005415,20230819
2699,강북구,20230503141612,0,0,0,배선/배선기구,20230503141612,20230503
2700,송파구,20230711141853,1,0,0,,20230711141853,20230711
2701,구로구,20230711203554,1,0,0,,20230711203554,20230711
2702,강동구,20230705084549,4,0,0,,20230705084549,20230705
2703,금천구,20230724093643,1,0,0,,20230724093643,20230724
2704,강남구,20230806011905,0,0,0,주방기기,20230806011905,20230806
2705,동작구,20230723144752,11,0,0,,20230723144752,20230723
2706,금천구,20230713130259,0,0,0,,20230713130259,20230713
2707,관악구,20230819144348,2,0,0,,20230819144348,20230819
2708,노원구,20230818231357,1,0,0,,20230818231357,20230818
2709,송파구,20230503140609,3,0,0,,20230503140609,20230503
2710,마포구,20230503164851,1,0,0,,20230503164851,20230503
2711,송파구,20230503210353,3,0,0,,20230503210353,20230503
2712,동작구,20230711091606,8,0,0,주방기기,20230711091606,20230711
2713,은평구,20230711095023,5,0,0,,20230711095023,20230711
2714,영등포구,20230724131319,1,0,0,계절용 기기,20230724131319,20230724
2715,노원구,20230723174247,4,0,0,,20230723174247,20230723
2716,동작구,20230713152309,3,0,0,,20230713152309,20230713
2717,용산구,20230819012506,1,0,0,,20230819012506,20230819
2718,마포구,20230503144451,3,0,0,,20230503144451,20230503
2719,송파구,20230711161853,5,0,0,,20230711161853,20230711
2720,송파구,20230724061051,3,0,0,"차량, 선박부품",20230724061051,20230724
2721,송파구,20230712192725,2,0,0,,20230712192725,20230712
2722,강북구,20230713083555,1,0,0,주방기기,20230713083555,20230713
2723,강북구,20230819134623,2,0,0,,20230819134623,20230819
2724,노원구,20230812031639,2,0,0,,20230812031639,20230812
2725,강서구,20230812001345,2,0,0,"차량, 선박부품",20230812001345,20230812
2726,강남구,20230723121143,1,0,0,,20230723121143,20230723
2727,동대문구,20230708201321,4,0,0,,20230708201321,20230708
2728,서대문구,20230711164616,2,0,0,,20230711164616,20230711
2729,서대문구,20230724161457,3,0,0,,20230724161457,20230724
2730,마포구,20230502193512,2,0,0,,20230502193512,20230502
2731,서초구,20230425180805,8,0,0,"차량, 선박부품",20230425180805,20230425
2732,관악구,20230502050241,3,0,0,,20230502050241,20230502
2733,종로구,20230812032258,4,0,0,기타,20230812032258,20230812
2734,서초구,20230710172008,2,0,0,,20230710172008,20230710
2735,강남구,20230503164611,3,0,0,,20230503164611,20230503
2736,용산구,20230503010702,0,0,0,,20230503010702,20230503
2737,광진구,20230711112205,1,0,0,주방기기,20230711112205,20230711
2738,중랑구,20230724090157,3,0,0,,20230724090157,20230724
2739,은평구,20230421190335,3,0,0,,20230421190335,20230421
2740,영등포구,20230723134118,3,0,0,,20230723134118,20230723
2741,마포구,20230722231249,1,0,0,,20230722231249,20230722
2742,동대문구,20230711235041,5,0,0,,20230711235041,20230711
2743,광진구,20230819203331,1,0,0,,20230819203331,20230819
2744,동대문구,20230710201030,3,0,0,,20230710201030,20230710
2745,강북구,20230724095959,3,0,0,,20230724095959,20230724
2746,양천구,20230815175716,3,0,0,"차량, 선박부품",20230815175716,20230815
2747,중구,20230815124434,2,0,0,배선/배선기구,20230815124434,20230815
2748,동작구,20230713203514,7,0,0,,20230713203514,20230713
2749,서대문구,20230819191426,3,0,0,,20230819191426,20230819
2750,관악구,20230506025150,4,0,0,,20230506025150,20230506
2751,양천구,20230506075041,5,0,0,,20230506075041,20230506
2752,강남구,20230711104116,5,0,0,"조명, 간판",20230711104116,20230711
2753,광진구,20230724213016,2,0,0,,20230724213016,20230724
2754,강동구,20230814032538,9,0,0,,20230814032538,20230814
2755,강남구,20231112131234,1,0,0,,20231112131234,20231112
2756,강남구,20230506102741,3,0,0,,20230506102741,20230506
2757,구로구,20230724034749,4,0,0,,20230724034749,20230724
2758,구로구,20230502084310,3,0,0,,20230502084310,20230502
2759,강남구,20230713152342,4,0,0,,20230713152342,20230713
2760,동대문구,20231004130731,2,0,0,,20231004130731,20231004
2761,서대문구,20230505235052,3,0,0,,20230505235052,20230505
2762,성북구,20230506214917,3,0,0,,20230506214917,20230506
2763,송파구,20230724114457,4,0,0,,20230724114457,20230724
2764,서초구,20230808222854,0,0,0,,20230808222854,20230808
2765,도봉구,20230722182141,2,0,0,,20230722182141,20230722
2766,도봉구,20230711102541,2,0,0,,20230711102541,20230711
2767,동작구,20230711095203,7,0,0,,20230711095203,20230711
2768,종로구,20230724115152,8,0,1,기타,20230724115152,20230724
2769,광진구,20230626113241,1,0,0,주방기기,20230626113241,20230626
2770,강남구,20230815153402,4,0,0,,20230815153402,20230815
2771,동작구,20230723090948,8,0,0,,20230723090948,20230723
2772,양천구,20230819120714,2,0,0,,20230819120714,20230819
2773,광진구,20230818195126,1,0,0,,20230818195126,20230818
2774,구로구,20230711173104,2,0,0,,20230711173104,20230711
2775,용산구,20230724160505,1,0,0,,20230724160505,20230724
2776,광진구,20230724022648,2,0,0,,20230724022648,20230724
2777,강북구,20230723192314,1,0,0,"조명, 간판",20230723192314,20230723
2778,은평구,20230722232600,2,0,0,,20230722232600,20230722
2779,강남구,20230713081058,2,0,0,,20230713081058,20230713
2780,동작구,20230731072518,8,0,0,주방기기,20230731072518,20230731
2781,영등포구,20230722130037,0,0,0,,20230722130037,20230722
2782,강동구,20230710153749,2,0,0,,20230710153749,20230710
2783,중구,20230902235501,2,0,0,주방기기,20230902235501,20230902
2784,강북구,20230505235351,1,0,0,주방기기,20230505235351,20230505
2785,성북구,20230711113344,3,0,0,,20230711113344,20230711
2786,서초구,20230815112313,1,0,0,,20230815112313,20230815
2787,서초구,20230714151313,9,0,0,,20230714151313,20230714
2788,강북구,20230505222410,1,0,0,,20230505222410,20230505
2789,은평구,20230506102828,2,0,0,,20230506102828,20230506
2790,용산구,20230506064336,3,0,0,,20230506064336,20230506
2791,동대문구,20230725234103,0,0,0,,20230725234103,20230725
2792,동대문구,20230723125206,4,0,0,주방기기,20230723125206,20230723
2793,동대문구,20230627122032,4,0,0,,20230627122032,20230627
2794,마포구,20230716090742,4,0,0,,20230716090742,20230716
2795,성동구,20230502231543,1,0,0,,20230502231543,20230502
2796,구로구,20230710231239,2,0,0,,20230710231239,20230710
2797,용산구,20230711161646,2,0,0,,20230711161646,20230711
2798,용산구,20230706194229,1,0,0,,20230706194229,20230706
2799,동작구,20230723012139,8,0,0,,20230723012139,20230723
2800,성북구,20230716143257,2,0,0,,20230716143257,20230716
2801,금천구,20230706201341,1,0,0,,20230706201341,20230706
2802,양천구,20230814103801,5,0,0,,20230814103801,20230814
2803,강남구,20230715075357,2,0,0,,20230715075357,20230715
2804,동대문구,20230903145511,5,0,0,,20230903145511,20230903
2805,성동구,20230505180934,4,0,0,,20230505180934,20230505
2806,관악구,20230506165051,5,0,0,"조명, 간판",20230506165051,20230506
2807,강북구,20230708230547,2,0,0,,20230708230547,20230708
2808,양천구,20230712031920,1,0,0,,20230712031920,20230712
2809,노원구,20230711195319,0,0,0,배선/배선기구,20230711195319,20230711
2810,관악구,20230731024432,3,0,0,,20230731024432,20230731
2811,강서구,20230730185931,3,0,0,,20230730185931,20230730
2812,강남구,20230706120247,3,0,0,,20230706120247,20230706
2813,도봉구,20230706000832,1,0,0,,20230706000832,20230706
2814,종로구,20230814111243,2,0,0,"차량, 선박부품",20230814111243,20230814
2815,영등포구,20230712124428,2,0,0,,20230712124428,20230712
2816,노원구,20230828100248,3,0,0,,20230828100248,20230828
2817,서초구,20230722181116,2,0,0,,20230722181116,20230722
2818,중구,20230709203632,2,0,0,,20230709203632,20230709
2819,노원구,20230506141223,2,0,0,,20230506141223,20230506
2820,송파구,20230731092123,5,0,0,,20230731092123,20230731
2821,송파구,20230730145006,4,0,0,,20230730145006,20230730
2822,송파구,20230814101428,4,0,0,계절용 기기,20230814101428,20230814
2823,관악구,20230813133243,3,0,0,,20230813133243,20230813
2824,노원구,20230801220012,2,0,0,,20230801220012,20230801
2825,강남구,20230712140841,4,0,0,,20230712140841,20230712
2826,송파구,20230706131546,3,0,0,,20230706131546,20230706
2827,강북구,20230716125134,0,0,1,,20230716125134,20230716
2828,마포구,20230716182017,1,0,0,,20230716182017,20230716
2829,송파구,20230903180329,1,0,0,,20230903180329,20230903
2830,서초구,20230802104047,9,0,0,배선/배선기구,20230802104047,20230802
2831,마포구,20230814215913,2,0,0,,20230814215913,20230814
2832,구로구,20230801182034,3,0,0,,20230801182034,20230801
2833,광진구,20230715120953,2,0,0,전기설비,20230715120953,20230715
2834,마포구,20230505103824,2,0,0,,20230505103824,20230505
2835,동작구,20230506094147,4,0,0,,20230506094147,20230506
2836,서대문구,20230506163946,2,0,0,,20230506163946,20230506
2837,성북구,20230730192134,4,0,0,,20230730192134,20230730
2838,관악구,20230815012633,2,0,0,,20230815012633,20230815
2839,용산구,20230731215610,2,0,0,,20230731215610,20230731
2840,관악구,20230903085416,2,0,0,,20230903085416,20230903
2841,동대문구,20230903192123,5,0,0,"차량, 선박부품",20230903192123,20230903
2842,서대문구,20230506115138,3,0,1,,20230506115138,20230506
2843,종로구,20230506014315,2,0,0,,20230506014315,20230506
2844,서초구,20230808232340,4,0,0,,20230808232340,20230808
2845,성북구,20230801102330,4,0,0,계절용 기기,20230801102330,20230801
2846,관악구,20230716142506,3,0,0,배선/배선기구,20230716142506,20230716
2847,종로구,20230715233029,7,0,0,,20230715233029,20230715
2848,동대문구,20230620113729,0,0,0,,20230620113729,20230620
2849,은평구,20230903002007,2,0,0,,20230903002007,20230903
2850,광진구,20230506123505,2,0,0,,20230506123505,20230506
2851,동작구,20230506060352,2,0,0,,20230506060352,20230506
2852,동대문구,20230911205249,5,0,0,,20230911205249,20230911
2853,노원구,20230711210615,3,0,0,전기설비,20230711210615,20230711
2854,동대문구,20230722211138,5,0,0,,20230722211138,20230722
2855,성북구,20230815182435,4,0,0,,20230815182435,20230815
2856,마포구,20230716181002,3,0,0,,20230716181002,20230716
2857,송파구,20230715182510,4,0,0,,20230715182510,20230715
2858,은평구,20230716111129,2,0,0,,20230716111129,20230716
2859,은평구,20230711201443,1,0,0,"영상,음향기기",20230711201443,20230711
2860,금천구,20230812064929,1,0,0,주방기기,20230812064929,20230812
2861,송파구,20230813182646,2,0,0,,20230813182646,20230813
2862,금천구,20230716084624,2,0,0,,20230716084624,20230716
2863,강서구,20230716002020,3,0,0,,20230716002020,20230716
2864,금천구,20230902191614,0,1,3,,20230902191614,20230902
2865,성북구,20231008133417,3,0,0,,20231008133417,20231008
2866,서초구,20230731091134,5,0,0,,20230731091134,20230731
2867,서대문구,20230911112636,3,0,0,,20230911112636,20230911
2868,강동구,20230911080810,8,0,0,,20230911080810,20230911
2869,동작구,20230731125151,7,0,0,주방기기,20230731125151,20230731
2870,강남구,20230706031934,4,0,0,,20230706031934,20230706
2871,용산구,20230814022022,2,0,0,,20230814022022,20230814
2872,금천구,20230808232143,1,0,0,,20230808232143,20230808
2873,강서구,20230731215026,2,0,0,주방기기,20230731215026,20230731
2874,강남구,20230911192801,2,0,0,,20230911192801,20230911
2875,동작구,20230706003716,8,0,0,,20230706003716,20230706
2876,동대문구,20230814135057,5,0,0,,20230814135057,20230814
2877,종로구,20231111201754,1,0,0,,20231111201754,20231111
2878,광진구,20230711213452,1,0,0,,20230711213452,20230711
2879,동작구,20230712014658,8,0,0,,20230712014658,20230712
2880,용산구,20230731141000,1,0,0,,20230731141000,20230731
2881,강서구,20230722055638,2,0,0,,20230722055638,20230722
2882,강남구,20230911010234,4,0,0,"영상,음향기기",20230911010234,20230911
2883,강남구,20230911163116,2,0,0,,20230911163116,20230911
2884,영등포구,20230801115812,2,0,0,"차량, 선박부품",20230801115812,20230801
2885,도봉구,20230718031605,0,0,0,,20230718031605,20230718
2886,강서구,20230905101652,2,0,0,계절용 기기,20230905101652,20230905
2887,노원구,20230911210553,2,0,0,,20230911210553,20230911
2888,도봉구,20230911084840,0,0,0,,20230911084840,20230911
2889,관악구,20230722161308,2,0,0,,20230722161308,20230722
2890,마포구,20230722104801,2,0,0,,20230722104801,20230722
2891,금천구,20230814130325,1,0,0,,20230814130325,20230814
2892,성동구,20230813004607,1,0,0,,20230813004607,20230813
2893,양천구,20230815221837,3,0,0,배선/배선기구,20230815221837,20230815
2894,영등포구,20230813145342,1,0,0,,20230813145342,20230813
2895,서초구,20230730194252,13,0,0,,20230730194252,20230730
2896,서대문구,20230801142413,2,0,0,,20230801142413,20230801
2897,동작구,20230718100950,9,0,0,전기설비,20230718100950,20230718
2898,강북구,20230904231444,2,0,0,,20230904231444,20230904
2899,은평구,20230911111901,6,0,0,,20230911111901,20230911
2900,중랑구,20230831052919,3,0,0,,20230831052919,20230831
2901,광진구,20230711213506,2,0,0,,20230711213506,20230711
2902,동작구,20231009043239,1,0,0,,20231009043239,20231009
2903,송파구,20231009221236,6,0,0,,20231009221236,20231009
2904,종로구,20230905102753,4,0,0,,20230905102753,20230905
2905,성동구,20230905113431,2,0,0,,20230905113431,20230905
2906,구로구,20230911112640,6,0,0,,20230911112640,20230911
2907,성동구,20230711225644,3,0,0,,20230711225644,20230711
2908,강서구,20230815213909,0,0,0,주방기기,20230815213909,20230815
2909,성북구,20230905100506,3,0,0,,20230905100506,20230905
2910,성북구,20230905092837,4,0,0,,20230905092837,20230905
2911,노원구,20230711174821,1,0,0,배선/배선기구,20230711174821,20230711
2912,동대문구,20230725171520,1,0,0,,20230725171520,20230725
2913,강남구,20230828110519,1,0,0,,20230828110519,20230828
2914,종로구,20230813174227,10,0,0,,20230813174227,20230813
2915,관악구,20230815002544,2,0,0,기타,20230815002544,20230815
2916,동대문구,20230714021953,5,0,0,전기설비,20230714021953,20230714
2917,강북구,20230902192719,2,0,0,,20230902192719,20230902
2918,양천구,20230906220614,3,0,0,,20230906220614,20230906
2919,종로구,20230911115018,0,0,0,,20230911115018,20230911
2920,강남구,20230905163537,5,0,0,,20230905163537,20230905
2921,구로구,20230714164254,3,0,0,,20230714164254,20230714
2922,중랑구,20230801182852,2,0,0,,20230801182852,20230801
2923,강북구,20230718165337,3,0,0,주방기기,20230718165337,20230718
2924,강서구,20230911162525,1,0,0,,20230911162525,20230911
2925,중랑구,20230808080238,3,0,2,,20230808080238,20230808
2926,종로구,20231005121142,1,0,0,,20231005121142,20231005
2927,마포구,20230905233438,1,0,0,,20230905233438,20230905
2928,강남구,20230911151451,3,0,0,,20230911151451,20230911
2929,강남구,20230911154154,5,0,0,,20230911154154,20230911
2930,관악구,20230714083549,5,0,0,,20230714083549,20230714
2931,동작구,20230801214118,3,0,0,"조명, 간판",20230801214118,20230801
2932,구로구,20230911190340,3,0,0,,20230911190340,20230911
2933,성동구,20230911131952,2,0,0,,20230911131952,20230911
2934,금천구,20230809234439,1,0,0,주방기기,20230809234439,20230809
2935,광진구,20230822083554,1,0,0,,20230822083554,20230822
2936,구로구,20230821225439,1,0,0,기타,20230821225439,20230821
2937,광진구,20230718164553,2,0,0,"조명, 간판",20230718164553,20230718
2938,강서구,20230718190205,8,0,0,,20230718190205,20230718
2939,서초구,20230911155243,4,0,0,,20230911155243,20230911
2940,관악구,20231008175208,2,0,0,,20231008175208,20231008
2941,동대문구,20230705053536,4,0,0,,20230705053536,20230705
2942,강서구,20230810034408,1,0,0,,20230810034408,20230810
2943,성동구,20230722001414,3,0,0,,20230722001414,20230722
2944,서초구,20230722141210,4,0,0,계절용 기기,20230722141210,20230722
2945,성동구,20230722202732,2,0,0,,20230722202732,20230722
2946,성동구,20230822163901,2,0,0,,20230822163901,20230822
2947,중랑구,20230905172124,2,0,0,,20230905172124,20230905
2948,영등포구,20230904221136,2,0,0,,20230904221136,20230904
2949,노원구,20230714090401,1,0,0,,20230714090401,20230714
2950,강남구,20230714192849,1,0,0,,20230714192849,20230714
2951,중랑구,20230722193511,3,0,0,,20230722193511,20230722
2952,노원구,20230828060412,1,0,0,배선/배선기구,20230828060412,20230828
2953,송파구,20230731153553,1,0,0,,20230731153553,20230731
2954,용산구,20230726201016,5,0,0,"조명, 간판",20230726201016,20230726
2955,중구,20230718074915,1,0,0,주방기기,20230718074915,20230718
2956,금천구,20230905224433,2,0,0,,20230905224433,20230905
2957,강북구,20230911123349,3,0,0,,20230911123349,20230911
2958,은평구,20230911085110,2,0,0,,20230911085110,20230911
2959,용산구,20230714072828,1,0,0,,20230714072828,20230714
2960,영등포구,20230810201758,3,0,0,배선/배선기구,20230810201758,20230810
2961,종로구,20230822140341,1,0,0,,20230822140341,20230822
2962,금천구,20231004204848,1,0,0,,20231004204848,20231004
2963,송파구,20230713180017,3,0,0,,20230713180017,20230713
2964,용산구,20230810020334,2,0,0,,20230810020334,20230810
2965,성동구,20230822213403,1,0,0,주방기기,20230822213403,20230822
2966,금천구,20230801025333,1,0,0,,20230801025333,20230801
2967,종로구,20230905211422,1,0,0,,20230905211422,20230905
2968,강남구,20230913120758,3,0,0,,20230913120758,20230913
2969,금천구,20230714011509,3,0,0,전기설비,20230714011509,20230714
2970,송파구,20230722223300,4,0,0,,20230722223300,20230722
2971,서초구,20230730224547,8,0,0,주방기기,20230730224547,20230730
2972,노원구,20230715224959,2,0,0,,20230715224959,20230715
2973,서대문구,20230905060334,3,0,0,,20230905060334,20230905
2974,강북구,20230722043517,3,0,0,,20230722043517,20230722
2975,강동구,20230722170545,2,0,0,,20230722170545,20230722
2976,강남구,20230801201507,3,0,0,,20230801201507,20230801
2977,양천구,20230905144646,0,0,0,전기설비,20230905144646,20230905
2978,강서구,20230905121115,1,0,0,,20230905121115,20230905
2979,도봉구,20230912112338,1,1,0,,20230912112338,20230912
2980,강동구,20230914175659,3,0,0,,20230914175659,20230914
2981,성북구,20230714085321,3,0,0,,20230714085321,20230714
2982,은평구,20231008112428,6,0,0,,20231008112428,20231008
2983,강북구,20230721215416,1,0,0,배선/배선기구,20230721215416,20230721
2984,마포구,20230722212224,0,0,0,,20230722212224,20230722
2985,영등포구,20230807212051,4,0,0,배선/배선기구,20230807212051,20230807
2986,관악구,20230807214732,0,0,0,,20230807214732,20230807
2987,송파구,20230727055803,2,0,0,,20230727055803,20230727
2988,은평구,20230713144758,1,0,0,,20230713144758,20230713
2989,강동구,20230721232408,4,0,0,,20230721232408,20230721
2990,종로구,20230722045629,8,0,0,배선/배선기구,20230722045629,20230722
2991,중랑구,20230828011145,4,0,0,,20230828011145,20230828
2992,은평구,20231004183202,2,0,0,주방기기,20231004183202,20231004
2993,종로구,20230807092330,1,0,0,,20230807092330,20230807
2994,광진구,20230727122905,1,0,0,,20230727122905,20230727
2995,서대문구,20230905211229,2,0,0,,20230905211229,20230905
2996,용산구,20230914174954,2,0,0,,20230914174954,20230914
