,자치구,접수시각,소방서_거리,사망자수,부상자수,발화원인_대분류,접수시각_년원일,접수시각_년월일
1401,구로구,20230314021902,3,0,0,,20230314021902,20230314
1402,구로구,20230314105718,5,0,0,,20230314105718,20230314
1403,용산구,20230224193120,2,0,0,,20230224193120,20230224
1404,서초구,20230306174656,2,0,0,,20230306174656,20230306
1405,강북구,20230303001844,2,0,0,,20230303001844,20230303
1406,양천구,20230307031001,2,0,0,,20230307031001,20230307
1407,금천구,20230305125030,2,0,0,,20230305125030,20230305
1408,서대문구,20230429022218,2,0,0,,20230429022218,20230429
1409,노원구,20230309103310,4,0,0,"차량, 선박부품",20230309103310,20230309
1410,강북구,20230305103021,0,0,0,,20230305103021,20230305
1411,영등포구,20230323150401,0,0,0,배선/배선기구,20230323150401,20230323
1412,강동구,20230404074658,4,0,0,,20230404074658,20230404
1413,송파구,20230314024731,3,0,0,,20230314024731,20230314
1414,관악구,20230224023300,1,0,0,,20230224023300,20230224
1415,영등포구,20230304184723,2,0,0,,20230304184723,20230304
1416,서초구,20230323191217,2,0,0,,20230323191217,20230323
1417,강동구,20230404193150,4,0,0,,20230404193150,20230404
1418,강남구,20230404121046,2,0,0,,20230404121046,20230404
1419,영등포구,20230404201144,2,0,0,주방기기,20230404201144,20230404
1420,중랑구,20230309225918,3,0,0,,20230309225918,20230309
1421,은평구,20230218191617,3,0,0,,20230218191617,20230218
1422,서대문구,20230227125229,2,0,0,,20230227125229,20230227
1423,강서구,20230307050726,5,0,0,,20230307050726,20230307
1424,금천구,20230317232713,1,0,0,,20230317232713,20230317
1425,강서구,20230404104109,3,0,0,,20230404104109,20230404
1426,관악구,20230310214402,5,0,0,,20230310214402,20230310
1427,서대문구,20230312221524,2,0,0,,20230312221524,20230312
1428,송파구,20230314102542,5,0,0,,20230314102542,20230314
1429,관악구,20230226022720,1,0,0,배선/배선기구,20230226022720,20230226
1430,서대문구,20230306113328,4,0,0,,20230306113328,20230306
1431,영등포구,20230404024106,2,0,0,,20230404024106,20230404
1432,동대문구,20230312154905,1,0,0,,20230312154905,20230312
1433,강북구,20230404135043,3,0,0,,20230404135043,20230404
1434,관악구,20230305093119,3,0,1,,20230305093119,20230305
1435,서대문구,20230227142559,3,0,0,드론,20230227142559,20230227
1436,금천구,20230323161938,1,0,0,,20230323161938,20230323
1437,양천구,20230404192305,5,0,0,,20230404192305,20230404
1438,송파구,20230404091340,4,0,0,,20230404091340,20230404
1439,성동구,20230404124507,2,0,0,,20230404124507,20230404
1440,서대문구,20230226133332,3,0,0,,20230226133332,20230226
1441,양천구,20230305140105,5,0,0,,20230305140105,20230305
1442,강동구,20230404003518,4,0,0,,20230404003518,20230404
1443,성북구,20230404133114,3,0,0,,20230404133114,20230404
1444,관악구,20230814044252,6,0,0,,20230814044252,20230814
1445,관악구,20230224192822,3,0,0,,20230224192822,20230224
1446,도봉구,20230227112800,0,0,0,,20230227112800,20230227
1447,구로구,20230227113240,2,0,0,,20230227113240,20230227
1448,강남구,20230305020348,3,0,0,,20230305020348,20230305
1449,서대문구,20230323130322,1,0,0,,20230323130322,20230323
1450,서초구,20230808213547,2,0,0,배선/배선기구,20230808213547,20230808
1451,관악구,20230312070747,4,1,1,계절용 기기,20230312070747,20230312
1452,관악구,20230314100311,4,0,0,,20230314100311,20230314
1453,구로구,20230223161451,2,0,0,,20230223161451,20230223
1454,중구,20230403170126,1,0,0,,20230403170126,20230403
1455,강남구,20230404005747,4,0,0,,20230404005747,20230404
1456,관악구,20230304044647,4,0,0,주방기기,20230304044647,20230304
1457,강서구,20230323000421,4,0,0,,20230323000421,20230323
1458,종로구,20230225225056,5,0,0,,20230225225056,20230225
1459,강북구,20230304124452,3,0,0,,20230304124452,20230304
1460,도봉구,20230311231630,3,0,0,,20230311231630,20230311
1461,노원구,20230314163136,1,0,0,,20230314163136,20230314
1462,양천구,20230224082943,2,0,0,,20230224082943,20230224
1463,도봉구,20230304225031,2,0,0,"조명, 간판",20230304225031,20230304
1464,구로구,20230322140431,2,0,0,,20230322140431,20230322
1465,금천구,20230322194313,1,0,0,,20230322194313,20230322
1466,강북구,20230310181704,1,0,0,생활기기,20230310181704,20230310
1467,은평구,20230314035853,1,0,0,,20230314035853,20230314
1468,금천구,20230212143716,2,0,0,미상,20230212143716,20230212
1469,강남구,20230227190204,2,0,0,,20230227190204,20230227
1470,강서구,20230305010642,5,0,0,"차량, 선박부품",20230305010642,20230305
1471,은평구,20230304140641,4,0,0,,20230304140641,20230304
1472,영등포구,20230323195719,3,0,0,,20230323195719,20230323
1473,마포구,20230404202903,1,0,0,"영상,음향기기",20230404202903,20230404
1474,은평구,20230308020719,4,0,0,계절용 기기,20230308020719,20230308
1475,관악구,20230626194833,3,0,0,,20230626194833,20230626
1476,양천구,20230224144827,4,0,0,,20230224144827,20230224
1477,관악구,20230305211325,1,0,0,,20230305211325,20230305
1478,성동구,20230323200037,4,0,0,주방기기,20230323200037,20230323
1479,성동구,20230322234156,3,0,0,,20230322234156,20230322
1480,관악구,20230404133257,1,0,1,,20230404133257,20230404
1481,노원구,20230310090631,1,0,0,,20230310090631,20230310
1482,광진구,20230226165822,2,0,0,,20230226165822,20230226
1483,양천구,20230305153842,4,0,0,,20230305153842,20230305
1484,서대문구,20230323132027,1,0,0,,20230323132027,20230323
1485,은평구,20230227122040,2,0,0,,20230227122040,20230227
1486,성북구,20230314044200,3,0,0,,20230314044200,20230314
1487,강남구,20230320153544,3,0,0,,20230320153544,20230320
1488,양천구,20230305130740,3,0,0,,20230305130740,20230305
1489,강동구,20230323043200,1,0,0,,20230323043200,20230323
1490,강동구,20230403041720,5,0,0,,20230403041720,20230403
1491,강남구,20230323203412,1,0,0,,20230323203412,20230323
1492,동대문구,20230327171331,4,0,0,,20230327171331,20230327
1493,용산구,20230224120427,2,0,0,,20230224120427,20230224
1494,관악구,20230320182415,3,0,0,,20230320182415,20230320
1495,강남구,20230323131611,5,0,0,,20230323131611,20230323
1496,마포구,20230404130736,3,0,0,,20230404130736,20230404
1497,강서구,20230404085740,0,0,0,,20230404085740,20230404
1498,관악구,20230226170510,5,0,0,,20230226170510,20230226
1499,영등포구,20230325163214,2,0,0,,20230325163214,20230325
1500,중구,20230403221646,1,0,2,,20230403221646,20230403
1501,마포구,20230404182836,2,0,0,,20230404182836,20230404
1502,성북구,20230320153823,2,0,0,,20230320153823,20230320
1503,관악구,20230226202015,6,0,0,,20230226202015,20230226
1504,송파구,20230226010329,6,0,0,,20230226010329,20230226
1505,종로구,20230326104312,0,0,0,,20230326104312,20230326
1506,송파구,20230324163234,4,0,0,,20230324163234,20230324
1507,송파구,20230404195123,1,0,0,,20230404195123,20230404
1508,종로구,20230311224541,3,0,0,,20230311224541,20230311
1509,성동구,20230227101137,3,0,0,,20230227101137,20230227
1510,광진구,20230304223143,2,0,0,주방기기,20230304223143,20230304
1511,동작구,20230404184940,8,0,0,,20230404184940,20230404
1512,강서구,20230404183745,3,0,0,,20230404183745,20230404
1513,송파구,20230311121532,5,0,0,,20230311121532,20230311
1514,서대문구,20230307081248,1,0,0,계절용 기기,20230307081248,20230307
1515,강남구,20230309023259,0,0,0,,20230309023259,20230309
1516,은평구,20230223130000,2,0,0,,20230223130000,20230223
1517,성북구,20230326134317,1,0,0,,20230326134317,20230326
1518,강동구,20230310202207,4,0,0,,20230310202207,20230310
1519,용산구,20230314115907,1,0,0,,20230314115907,20230314
1520,용산구,20230320113945,2,0,0,계절용 기기,20230320113945,20230320
1521,서대문구,20230319212511,3,0,0,,20230319212511,20230319
1522,성동구,20230309162503,2,0,0,,20230309162503,20230309
1523,서대문구,20230324003635,2,0,0,,20230324003635,20230324
1524,서초구,20230302200036,8,0,0,,20230302200036,20230302
1525,금천구,20230314103518,1,0,0,산업장비,20230314103518,20230314
1526,금천구,20230319171005,1,0,0,,20230319171005,20230319
1527,송파구,20230225205341,7,0,0,,20230225205341,20230225
1528,강북구,20230305184119,3,0,0,배선/배선기구,20230305184119,20230305
1529,강북구,20230325174320,3,0,0,,20230325174320,20230325
1530,성북구,20230314061253,3,0,0,,20230314061253,20230314
1531,마포구,20230226034521,3,0,0,,20230226034521,20230226
1532,송파구,20230309072744,3,0,0,,20230309072744,20230309
1533,마포구,20230325072853,1,0,0,,20230325072853,20230325
1534,중구,20230327080935,1,0,3,,20230327080935,20230327
1535,강남구,20230404135647,3,0,0,,20230404135647,20230404
1536,송파구,20230320165141,2,0,0,,20230320165141,20230320
1537,송파구,20230304182725,3,0,0,,20230304182725,20230304
1538,영등포구,20230404144738,3,0,0,계절용 기기,20230404144738,20230404
1539,송파구,20230310063010,5,0,0,,20230310063010,20230310
1540,강서구,20230311135029,4,0,0,,20230311135029,20230311
1541,강남구,20230320163708,1,0,0,,20230320163708,20230320
1542,금천구,20230309090410,5,0,0,,20230309090410,20230309
1543,구로구,20230305095125,2,0,0,,20230305095125,20230305
1544,양천구,20230327094630,4,0,0,,20230327094630,20230327
1545,영등포구,20230309034228,5,0,0,"차량, 선박부품",20230309034228,20230309
1546,관악구,20230304015322,3,0,0,,20230304015322,20230304
1547,강서구,20230304122229,0,0,0,,20230304122229,20230304
1548,용산구,20230326230017,2,0,0,,20230326230017,20230326
1549,송파구,20230225150953,3,0,0,,20230225150953,20230225
1550,강동구,20230305014821,6,0,0,,20230305014821,20230305
1551,송파구,20230327114600,1,0,0,,20230327114600,20230327
1552,구로구,20230316122823,1,0,0,,20230316122823,20230316
1553,영등포구,20230227145327,3,0,0,배선/배선기구,20230227145327,20230227
1554,송파구,20230309200854,2,0,0,"차량, 선박부품",20230309200854,20230309
1555,강동구,20230304084510,5,0,0,,20230304084510,20230304
1556,도봉구,20230327171608,2,0,0,전기설비,20230327171608,20230327
1557,강서구,20230310203931,1,0,0,,20230310203931,20230310
1558,중랑구,20230310201659,4,0,0,주방기기,20230310201659,20230310
1559,동대문구,20230218145349,4,0,0,,20230218145349,20230218
1560,은평구,20230303153158,2,0,0,,20230303153158,20230303
1561,은평구,20230319220356,2,0,0,,20230319220356,20230319
1562,금천구,20230320013408,1,0,0,,20230320013408,20230320
1563,도봉구,20230226181441,2,0,0,계절용 기기,20230226181441,20230226
1564,성북구,20230304105013,2,0,0,,20230304105013,20230304
1565,금천구,20230404184042,1,0,0,주방기기,20230404184042,20230404
1566,구로구,20230403230146,3,0,0,,20230403230146,20230403
1567,구로구,20230316201723,2,0,0,,20230316201723,20230316
1568,동작구,20230310122324,5,0,0,,20230310122324,20230310
1569,관악구,20230316101833,1,0,0,산업장비,20230316101833,20230316
1570,강서구,20230227150857,3,0,0,,20230227150857,20230227
1571,송파구,20230309102230,5,0,0,,20230309102230,20230309
1572,성동구,20230305020257,2,0,0,,20230305020257,20230305
1573,영등포구,20230326195340,3,0,1,,20230326195340,20230326
1574,영등포구,20230326194041,3,0,0,,20230326194041,20230326
1575,송파구,20230310201415,3,0,0,,20230310201415,20230310
1576,송파구,20230316071429,2,0,0,주방기기,20230316071429,20230316
1577,서초구,20230316150424,4,0,0,배선/배선기구,20230316150424,20230316
1578,강남구,20230303195516,8,0,0,,20230303195516,20230303
1579,서대문구,20230327175039,3,0,1,,20230327175039,20230327
1580,성북구,20230326144905,4,0,0,,20230326144905,20230326
1581,광진구,20230324125619,2,0,0,,20230324125619,20230324
1582,용산구,20230404050539,3,0,0,,20230404050539,20230404
1583,성북구,20230320155046,3,0,0,,20230320155046,20230320
1584,동대문구,20230404132945,5,0,0,,20230404132945,20230404
1585,은평구,20230306144441,2,0,0,,20230306144441,20230306
1586,송파구,20230226203332,6,0,0,,20230226203332,20230226
1587,송파구,20230304090913,6,0,0,,20230304090913,20230304
1588,성북구,20230327180214,4,0,0,,20230327180214,20230327
1589,강동구,20230327125531,0,0,0,,20230327125531,20230327
1590,강동구,20230226230815,3,0,0,,20230226230815,20230226
1591,중구,20230320173313,0,0,0,,20230320173313,20230320
1592,노원구,20230309084044,2,0,0,,20230309084044,20230309
1593,관악구,20230309114408,5,0,0,,20230309114408,20230309
1594,금천구,20230316033123,2,0,0,,20230316033123,20230316
1595,용산구,20230226170203,3,0,0,,20230226170203,20230226
1596,도봉구,20230227010536,3,0,0,,20230227010536,20230227
1597,성북구,20230326183916,2,0,0,,20230326183916,20230326
1598,강남구,20230327084037,4,0,0,,20230327084037,20230327
1599,강남구,20230404033825,6,0,0,,20230404033825,20230404
1600,강동구,20230815034627,2,0,0,,20230815034627,20230815
1601,양천구,20230316111409,3,0,0,계절용 기기,20230316111409,20230316
1602,도봉구,20230320173405,1,0,0,,20230320173405,20230320
1603,금천구,20230226133754,1,0,0,,20230226133754,20230226
1604,중구,20230227155100,4,0,0,배선/배선기구,20230227155100,20230227
1605,강동구,20230309000145,1,0,0,,20230309000145,20230309
1606,중랑구,20230305180439,3,0,0,,20230305180439,20230305
1607,도봉구,20230404065501,1,0,0,,20230404065501,20230404
1608,관악구,20230320162153,1,0,0,배선/배선기구,20230320162153,20230320
1609,강남구,20230320174109,3,0,0,,20230320174109,20230320
1610,광진구,20230309003505,2,0,0,,20230309003505,20230309
1611,강북구,20230305194022,2,0,0,,20230305194022,20230305
1612,중구,20230327180414,0,0,0,,20230327180414,20230327
1613,중랑구,20230429071355,3,0,0,,20230429071355,20230429
1614,은평구,20230311104121,7,0,0,,20230311104121,20230311
1615,영등포구,20230315125348,1,0,0,"조명, 간판",20230315125348,20230315
1616,종로구,20230320145333,0,0,0,,20230320145333,20230320
1617,성북구,20230227175623,3,0,0,,20230227175623,20230227
1618,강남구,20230309185951,2,0,0,,20230309185951,20230309
1619,강남구,20230304123456,2,0,0,,20230304123456,20230304
1620,광진구,20230327073852,2,0,0,,20230327073852,20230327
1621,노원구,20230227132547,2,0,0,산업장비,20230227132547,20230227
1622,강서구,20230303235253,3,0,0,,20230303235253,20230303
1623,마포구,20230327102524,3,0,0,,20230327102524,20230327
1624,강북구,20230327144515,2,0,0,,20230327144515,20230327
1625,강남구,20230316171903,3,0,0,,20230316171903,20230316
1626,은평구,20230320152034,3,0,0,,20230320152034,20230320
1627,강북구,20230308232509,3,0,0,,20230308232509,20230308
1628,강서구,20230304120256,5,0,0,계절용 기기,20230304120256,20230304
1629,영등포구,20230327173918,4,0,0,주방기기,20230327173918,20230327
1630,중구,20230326221608,1,0,0,,20230326221608,20230326
1631,은평구,20230316180940,5,0,0,,20230316180940,20230316
1632,강남구,20230309001505,0,0,0,,20230309001505,20230309
1633,용산구,20230327103350,3,0,0,계절용 기기,20230327103350,20230327
1634,영등포구,20230326201738,1,0,0,,20230326201738,20230326
1635,강서구,20230327145546,4,0,0,,20230327145546,20230327
1636,관악구,20230327080053,3,0,0,,20230327080053,20230327
1637,마포구,20230428015804,3,0,0,,20230428015804,20230428
1638,종로구,20230316121603,1,0,0,,20230316121603,20230316
1639,강북구,20230327122547,2,0,0,,20230327122547,20230327
1640,중랑구,20230428150910,4,0,0,,20230428150910,20230428
1641,강남구,20230316101202,3,0,0,,20230316101202,20230316
1642,송파구,20230322014128,1,0,0,,20230322014128,20230322
1643,강남구,20230626052250,2,0,0,,20230626052250,20230626
1644,용산구,20230625122703,1,0,0,배선/배선기구,20230625122703,20230625
1645,성북구,20230310104208,3,0,0,배선/배선기구,20230310104208,20230310
1646,강남구,20230316114306,3,0,0,,20230316114306,20230316
1647,중구,20230316170834,4,0,0,,20230316170834,20230316
1648,도봉구,20230316100819,0,0,0,,20230316100819,20230316
1649,마포구,20230227125616,1,0,0,,20230227125616,20230227
1650,중랑구,20230309010907,5,0,0,,20230309010907,20230309
1651,중구,20230228062137,1,0,0,,20230228062137,20230228
1652,금천구,20230429180119,3,0,0,"차량, 선박부품",20230429180119,20230429
1653,중랑구,20230312073527,3,0,0,,20230312073527,20230312
1654,송파구,20230226024141,3,0,0,,20230226024141,20230226
1655,양천구,20230320234913,4,0,0,,20230320234913,20230320
1656,송파구,20230304094149,1,0,0,,20230304094149,20230304
1657,은평구,20230311115654,1,0,0,"조명, 간판",20230311115654,20230311
1658,송파구,20230322130958,3,0,0,,20230322130958,20230322
1659,서대문구,20230321132513,2,0,0,,20230321132513,20230321
1660,성북구,20230428021626,3,0,0,,20230428021626,20230428
1661,마포구,20230309230037,4,0,0,,20230309230037,20230309
1662,강서구,20230316175154,1,0,0,,20230316175154,20230316
1663,서초구,20230316183904,2,0,0,기타,20230316183904,20230316
1664,관악구,20230327000915,3,0,1,,20230327000915,20230327
1665,구로구,20230429145647,0,0,0,,20230429145647,20230429
1666,마포구,20230428161800,2,0,0,,20230428161800,20230428
1667,구로구,20230311102621,2,0,0,,20230311102621,20230311
1668,용산구,20230322004954,2,0,0,,20230322004954,20230322
1669,강서구,20230322091530,3,0,0,,20230322091530,20230322
1670,서초구,20230218112756,4,0,0,산업장비,20230218112756,20230218
1671,서초구,20230308054016,8,0,0,"차량, 선박부품",20230308054016,20230308
1672,동대문구,20230305160938,4,0,0,,20230305160938,20230305
1673,노원구,20230316020827,1,0,0,배선/배선기구,20230316020827,20230316
1674,강서구,20230316202635,5,0,0,,20230316202635,20230316
1675,동작구,20230327164955,1,0,0,,20230327164955,20230327
1676,성북구,20230310194845,3,0,0,,20230310194845,20230310
1677,용산구,20230304002337,3,0,0,,20230304002337,20230304
1678,도봉구,20230428161902,2,0,0,,20230428161902,20230428
1679,양천구,20230429195229,3,0,0,"차량, 선박부품",20230429195229,20230429
1680,은평구,20230225214348,4,0,0,배선/배선기구,20230225214348,20230225
1681,강북구,20230329042722,2,0,0,,20230329042722,20230329
1682,광진구,20230310202922,1,0,0,,20230310202922,20230310
1683,구로구,20230316121229,2,0,0,,20230316121229,20230316
1684,용산구,20230428162111,2,1,0,,20230428162111,20230428
1685,중랑구,20230428164440,4,0,0,,20230428164440,20230428
1686,서초구,20230312174249,3,0,0,배선/배선기구,20230312174249,20230312
1687,용산구,20230322220454,2,0,0,,20230322220454,20230322
1688,영등포구,20230226104123,1,0,0,,20230226104123,20230226
1689,동작구,20230313182816,8,0,0,주방기기,20230313182816,20230313
1690,송파구,20230329221026,5,0,0,,20230329221026,20230329
1691,서초구,20230813202118,2,0,0,,20230813202118,20230813
1692,영등포구,20230428194203,4,0,0,,20230428194203,20230428
1693,강남구,20230813113709,3,0,0,,20230813113709,20230813
1694,중구,20230321195436,0,0,0,,20230321195436,20230321
1695,강남구,20230313101132,3,0,0,,20230313101132,20230313
1696,서초구,20230424005913,5,0,0,계절용 기기,20230424005913,20230424
1697,영등포구,20230428081526,4,0,0,,20230428081526,20230428
1698,용산구,20230226203117,1,0,0,,20230226203117,20230226
1699,관악구,20230321202955,2,0,0,,20230321202955,20230321
1700,성북구,20230313070615,3,0,2,,20230313070615,20230313
1701,양천구,20230328232032,0,0,0,,20230328232032,20230328
1702,영등포구,20230626012048,3,0,0,,20230626012048,20230626
1703,금천구,20230312125948,1,0,0,,20230312125948,20230312
1704,동대문구,20230302225644,4,0,0,계절용 기기,20230302225644,20230302
1705,성북구,20230409153403,3,0,0,,20230409153403,20230409
1706,강북구,20230814124552,3,0,0,주방기기,20230814124552,20230814
1707,영등포구,20230321205115,1,0,0,,20230321205115,20230321
1708,구로구,20230320232147,2,0,0,,20230320232147,20230320
1709,강동구,20230227213659,3,0,0,,20230227213659,20230227
1710,동대문구,20230403183750,4,0,0,,20230403183750,20230403
1711,관악구,20230321155223,2,0,0,주방기기,20230321155223,20230321
1712,강서구,20230321142518,3,0,0,,20230321142518,20230321
1713,마포구,20230329214942,6,0,0,,20230329214942,20230329
1714,성동구,20230329164835,5,0,0,,20230329164835,20230329
1715,성동구,20230310132535,3,0,0,,20230310132535,20230310
1716,서초구,20230319114052,8,0,0,,20230319114052,20230319
1717,용산구,20230312232442,2,0,0,,20230312232442,20230312
1718,송파구,20230409024132,1,0,0,,20230409024132,20230409
1719,도봉구,20230226011007,0,0,0,,20230226011007,20230226
1720,송파구,20230321174728,1,0,0,,20230321174728,20230321
1721,강남구,20230313085947,3,0,0,,20230313085947,20230313
1722,양천구,20230310062710,0,0,0,,20230310062710,20230310
1723,성동구,20230226172557,1,0,0,,20230226172557,20230226
1724,도봉구,20230313075044,1,0,0,,20230313075044,20230313
1725,송파구,20230312174403,6,0,0,,20230312174403,20230312
1726,용산구,20230409113721,0,0,0,,20230409113721,20230409
1727,종로구,20230409135517,1,0,0,,20230409135517,20230409
1728,송파구,20230320203708,5,0,0,계절용 기기,20230320203708,20230320
1729,은평구,20230227154014,2,0,0,,20230227154014,20230227
1730,동대문구,20230325000720,5,0,0,,20230325000720,20230325
1731,동대문구,20230323154222,5,0,0,,20230323154222,20230323
1732,송파구,20230814160813,5,0,0,전기설비,20230814160813,20230814
1733,강남구,20230227190512,4,0,0,,20230227190512,20230227
1734,관악구,20230313185041,3,0,0,,20230313185041,20230313
1735,성동구,20230329142639,4,0,0,,20230329142639,20230329
1736,마포구,20230319123039,2,0,0,,20230319123039,20230319
1737,강북구,20230315020109,2,0,0,,20230315020109,20230315
1738,중랑구,20230409184618,3,0,0,,20230409184618,20230409
1739,양천구,20230226213533,3,0,0,,20230226213533,20230226
1740,송파구,20230320222827,5,0,0,,20230320222827,20230320
1741,노원구,20230313152632,2,0,0,,20230313152632,20230313
1742,중구,20230310133137,2,0,0,"차량, 선박부품",20230310133137,20230310
1743,성동구,20230319181358,1,0,0,,20230319181358,20230319
1744,금천구,20230310175325,4,0,0,,20230310175325,20230310
1745,동대문구,20230319210913,5,0,0,,20230319210913,20230319
1746,양천구,20230317194737,2,0,0,,20230317194737,20230317
1747,용산구,20230328183444,2,0,0,,20230328183444,20230328
1748,서대문구,20230430094651,4,0,0,,20230430094651,20230430
1749,서대문구,20230430125556,1,0,0,,20230430125556,20230430
1750,광진구,20230316214124,1,0,0,생활기기,20230316214124,20230316
1751,종로구,20230409003141,5,0,0,,20230409003141,20230409
1752,송파구,20230227141054,3,0,0,배선/배선기구,20230227141054,20230227
1753,송파구,20230226144611,6,0,0,,20230226144611,20230226
1754,광진구,20230321103156,3,0,0,,20230321103156,20230321
1755,서초구,20230319143726,4,0,0,,20230319143726,20230319
1756,금천구,20230323192714,1,0,0,,20230323192714,20230323
1757,중구,20230430120449,1,0,0,,20230430120449,20230430
1758,용산구,20230316232513,1,0,0,,20230316232513,20230316
1759,성동구,20230409171422,2,0,0,,20230409171422,20230409
1760,구로구,20230408212302,3,0,1,,20230408212302,20230408
1761,용산구,20230430031454,3,0,0,,20230430031454,20230430
1762,동대문구,20230209201715,4,1,0,,20230209201715,20230209
1763,관악구,20230409152732,3,0,0,,20230409152732,20230409
1764,송파구,20230320193933,5,0,0,,20230320193933,20230320
1765,동작구,20230409111922,2,0,0,,20230409111922,20230409
1766,동대문구,20230227003800,1,0,0,,20230227003800,20230227
1767,성동구,20230329191920,1,0,0,,20230329191920,20230329
1768,강남구,20230408201837,5,0,0,,20230408201837,20230408
1769,관악구,20230226130344,2,0,0,,20230226130344,20230226
1770,송파구,20230313155619,3,0,0,,20230313155619,20230313
1771,강서구,20230430182646,1,0,0,전기설비,20230430182646,20230430
1772,용산구,20230317184928,1,0,0,생활기기,20230317184928,20230317
1773,강동구,20230409115723,4,0,0,,20230409115723,20230409
1774,강북구,20230409015414,1,0,0,,20230409015414,20230409
1775,강서구,20230321142651,3,0,0,,20230321142651,20230321
1776,서초구,20230301194305,2,0,0,,20230301194305,20230301
1777,양천구,20230328231655,2,0,0,,20230328231655,20230328
1778,은평구,20230316184446,2,0,0,,20230316184446,20230316
1779,강남구,20230430003519,5,0,0,,20230430003519,20230430
1780,중구,20230409055142,1,0,0,주방기기,20230409055142,20230409
1781,강서구,20230324093005,6,0,0,,20230324093005,20230324
1782,송파구,20230313150633,4,0,0,,20230313150633,20230313
1783,서초구,20230430153331,8,0,0,,20230430153331,20230430
1784,용산구,20230429232713,2,0,0,배선/배선기구,20230429232713,20230429
1785,관악구,20230310171231,3,0,0,,20230310171231,20230310
1786,광진구,20230313152750,3,0,0,,20230313152750,20230313
1787,도봉구,20230328233141,1,0,0,,20230328233141,20230328
1788,동대문구,20230325123221,4,0,0,,20230325123221,20230325
1789,관악구,20230311192147,1,0,0,,20230311192147,20230311
1790,구로구,20230326182345,2,0,0,배선/배선기구,20230326182345,20230326
1791,송파구,20230314210138,0,0,0,"차량, 선박부품",20230314210138,20230314
1792,용산구,20230430192356,3,0,0,,20230430192356,20230430
1793,종로구,20230317095904,1,0,0,,20230317095904,20230317
1794,강북구,20230318065014,1,0,0,,20230318065014,20230318
1795,동대문구,20230619231432,4,0,2,,20230619231432,20230619
1796,강남구,20230315055522,2,0,0,,20230315055522,20230315
1797,송파구,20230315065000,6,0,0,배선/배선기구,20230315065000,20230315
1798,송파구,20230318081148,5,0,0,,20230318081148,20230318
1799,강북구,20230412214554,1,0,0,생활기기,20230412214554,20230412
1800,강서구,20230326212706,1,0,0,,20230326212706,20230326
1801,용산구,20230325015331,2,0,0,주방기기,20230325015331,20230325
1802,강서구,20230430162652,4,0,0,,20230430162652,20230430
1803,성동구,20230312022625,4,0,0,주방기기,20230312022625,20230312
1804,종로구,20230309001157,1,0,0,,20230309001157,20230309
1805,영등포구,20230317034229,2,0,1,기타,20230317034229,20230317
1806,도봉구,20230319090441,1,0,0,,20230319090441,20230319
1807,강남구,20230413113735,5,0,0,,20230413113735,20230413
1808,서초구,20230413151747,6,0,0,,20230413151747,20230413
1809,영등포구,20230412120838,1,0,0,,20230412120838,20230412
1810,용산구,20230412124220,1,0,0,,20230412124220,20230412
1811,동대문구,20230309022248,5,0,0,,20230309022248,20230309
1812,도봉구,20230310134426,1,0,0,기타,20230310134426,20230310
1813,강동구,20230318114557,1,0,0,,20230318114557,20230318
1814,관악구,20230317073255,4,0,0,산업장비,20230317073255,20230317
1815,종로구,20230413161032,1,0,0,,20230413161032,20230413
1816,중구,20230413202258,3,0,0,,20230413202258,20230413
1817,광진구,20230326004330,1,0,0,,20230326004330,20230326
1818,강남구,20230315133542,4,0,0,,20230315133542,20230315
1819,용산구,20230412133948,2,0,0,,20230412133948,20230412
1820,용산구,20230318135112,2,0,0,계절용 기기,20230318135112,20230318
1821,영등포구,20230412195102,4,0,0,,20230412195102,20230412
1822,용산구,20230324003551,1,0,0,,20230324003551,20230324
1823,양천구,20230326132732,1,0,0,"차량, 선박부품",20230326132732,20230326
1824,구로구,20230315031020,2,0,0,"조명, 간판",20230315031020,20230315
1825,강북구,20230312062245,2,0,0,계절용 기기,20230312062245,20230312
1826,강동구,20230413101913,5,0,0,주방기기,20230413101913,20230413
1827,서초구,20230410183732,3,0,0,,20230410183732,20230410
1828,용산구,20230326145630,1,0,0,,20230326145630,20230326
1829,은평구,20230324011838,3,0,0,,20230324011838,20230324
1830,강남구,20230319154627,3,0,0,,20230319154627,20230319
1831,금천구,20230410235325,1,0,0,기타,20230410235325,20230410
1832,강남구,20230412180005,1,0,0,,20230412180005,20230412
1833,서초구,20230306124950,1,0,0,,20230306124950,20230306
1834,서초구,20230306064317,4,0,0,,20230306064317,20230306
1835,종로구,20230315082124,2,0,0,계절용 기기,20230315082124,20230315
1836,강남구,20230315011442,6,0,0,,20230315011442,20230315
1837,성북구,20230412164628,4,0,0,,20230412164628,20230412
1838,서초구,20230422180831,2,0,0,,20230422180831,20230422
1839,성북구,20230324193849,2,0,0,기타,20230324193849,20230324
1840,영등포구,20230325170446,1,0,0,,20230325170446,20230325
1841,송파구,20230412114300,2,0,0,,20230412114300,20230412
1842,서대문구,20230818064323,5,0,1,,20230818064323,20230818
1843,강북구,20230501202956,2,0,0,"조명, 간판",20230501202956,20230501
1844,용산구,20230307070451,0,0,0,배선/배선기구,20230307070451,20230307
1845,종로구,20230315125238,3,0,0,,20230315125238,20230315
1846,중구,20230312180652,0,0,0,,20230312180652,20230312
1847,영등포구,20230312214630,1,0,0,,20230312214630,20230312
