,X좌표,Y좌표,비상소화장치고유번호
582,206612.0049,556810.0358,중랑-중화-4-15(?
583,206464.9284,555112.3163,중랑-중화-4-16(?
584,207949.3018,554778.0882,중랑-망우-3-28(?
585,207503.2964,553125.8581,중랑-면목-2-10(?
586,209133.3734,555272.1094,중랑-망우-3-18(?
587,207781.0829,554435.7485,중랑-망우-3-14(?
588,207899.9822,553525.6531,중랑-면목-2-2(비
589,207981.5416,553326.5719,중랑-면목-2-11(?
590,187077.6269,546796.5899,양천-신정-024(비
591,186113.1455,547265.2032,양천-신정-018(비
592,187067.6198,546845.3872,양천-신정-020(비
593,186751.9192,546828.2061,양천-신정-023(비
594,188048.7232,549478.8201,양천-목동-026(비
595,186885.2866,547271.7827,양천-현장-027(비
596,188208.208,548282.0402,양천-현장-030(비
597,186653.9893,546876.5286,양천-신정-033(비
598,184745.6488,546945.598,양천-신월-034(비
599,196247.9569,555708.1225,종로-신영-5-35(?
600,197132.1227,555329.9523,종로-신영-5-09(?
601,196991.4043,554916.6166,종로-신영-5-10(?
602,196209.0504,555813.3799,종로-신영-5-37(?
603,199402.7836,552220.398,종로-종로-3-07(?
604,199547.796,552206.2925,종로-종로-3-09(?
605,195891.0161,553082.0899,서대문-북아-139(
606,198983.5463,553384.0624,종로-종로-3-01(?
607,196662.2228,552696.852,종로-신교-2-32(?
608,196699.1726,552631.4604,종로-신교-2-33(?
609,198691.4293,550896.2647,중부-충무-000058
610,198333.9209,550809.2307,중부-회현-361(비
611,197966.9776,551149.9158,중부-회현-191(비
612,198127.6066,551178.0764,중부-회현-193(비
613,196142.7058,556203.0027,종로-신영-5-05(?
614,198192.8644,551233.3323,중부-회현-371(비
615,198244.7909,550926.5089,중부-회현-000372
616,196750.918,550372.1566,중부-회현-000375
617,198291.5305,550854.2582,중부-회현-000379
618,197890.5136,551182.7955,중부-회현-000380
619,198338.4891,550759.261,중부-회현-000383
620,196523.4721,552416.2293,서대문-북아-120(
621,196608.1514,552288.1022,서대문-북아-121(
622,196449.6619,552354.7318,서대문-북아-123(
623,198522.2966,553656.6551,종로-종로-3-20(?
624,198157.0144,550845.5072,중부-회현-000393
625,200043.4435,552226.1915,종로-연건-4-01(?
626,213671.4567,544603.1973,송파-거여-000030
627,188157.3211,549181.7405,양천-목동-037(비
628,188131.8687,549378.9504,양천-목동-039(비
629,188193.3555,548325.5026,양천-현장-040(비
630,193479.3976,557654.5697,은평-현장-14(비)
631,193071.7555,558050.5476,은평-현장-15(비)
632,194868.7567,550880.731,서대문-현장-25(?
633,194498.4573,553909.9233,서대문-홍은-68(?
634,191693.9091,555062.7352,은평-수색-18(비)
635,194236.901,553846.4295,서대문-홍은-45(?
636,191474.5366,554647.801,은평-수색-20(비)
637,192395.7087,553180.9448,서대문-북가-35(?
638,192381.351,558404.1398,은평-현장-21(비)
639,193307.8093,558512.3876,은평-현장-22(비)
640,194261.978,552032.3733,서대문-현장-16(?
641,195192.9851,555666.1271,서대문-홍은-52(?
642,205261.78,558333.6049,노원-월계-4-6(비
643,207281.8559,556014.4946,중랑-중화-4-14(?
644,207561.1735,555401.5723,중랑-중화-4-4(비
645,207663.4355,555558.8138,중랑-중화-4-5(비
646,206594.9386,555314.6046,중랑-중화-4-1(비
647,209766.2284,559726.8301,노원-공릉-3-4(비
648,206897.2888,558163.4687,노원-공릉-3-6(비
649,205147.2323,559189.0455,노원-월계-4-8(비
650,205103.6751,557902.0477,노원-월계-4-7(비
651,206826.815,558206.6892,노원-공릉-3-2(비
652,206656.6833,558078.9923,노원-공릉-3-3(비
653,204935.4029,558388.9978,노원-월계-4-9(비
654,207673.6088,555435.8707,중랑-중화-4-9(비
655,206824.9683,554778.1778,중랑-중화-4-3(비
656,205360.8739,563830.0574,노원-수락-5-5(비
657,207595.8523,560374.4427,노원-현장-1-2(비
658,207736.9119,560169.2771,노원-현장-1-3(비
659,207426.2648,560407.4203,노원-현장-1-9(비
660,207638.6236,560266.5529,노원-현장-1-11(?
661,207887.0494,560482.428,노원-현장-1-12(?
662,207550.101,560257.0518,노원-현장-1-4(비
663,207379.4056,560245.9927,노원-현장-1-5(비
664,207404.9201,560132.2545,노원-현장-1-6(비
665,198398.7636,553446.4678,종로-종로-3-36(?
666,197074.0599,555366.5637,종로-신영-5-18(?
667,196515.9993,556017.848,종로-신영-5-25(?
668,197795.6861,541599.3508,관악-현장-000121
669,194615.7584,543914.6645,동작-상도-000252
670,194482.2395,543869.0166,동작-상도-000253
671,195988.9028,543576.9164,동작-백운-000248
672,196946.2485,541700.8246,관악-현장-000102
673,188596.6358,548678.4064,양천-현장-041(비
674,188060.5223,548413.098,양천-현장-042(비
675,189477.4342,549362.7376,양천-목동-045(비
676,184759.7449,548053.0792,양천-신월-046(비
677,184531.4675,548055.3295,양천-신월-050(비
678,188187.0678,545135.3452,양천-신트-002(비
679,188697.8329,549270.4998,양천-목동-004(비
680,187138.7223,546647.3191,양천-신정-005(비
681,185579.8347,546215.5889,양천-신트-006(비
682,184665.973,548279.6302,양천-신월-007(비
683,188083.1097,548348.3214,양천-현장-010(비
684,185176.8267,548703.4793,양천-신월-014(비
685,188223.6976,548617.2212,양천-현장-016(비
686,185920.1734,547203.2396,양천-신정-017(비
687,201674.5785,552534.7801,종로-숭인-6-29(?
688,199866.634,551705.6723,중부-을지-000081
689,200257.0378,551774.6287,중부-을지-000088
690,200756.2606,552724.8543,종로-숭인-6-39(?
691,199591.1297,551777.5096,중부-을지-000090
692,200086.9744,551029.2559,중부-신당-000094
693,200846.1729,552719.7636,종로-숭인-6-58(?
694,200813.8787,552933.0661,종로-숭인-6-38(?
695,201432.9922,553237.6305,종로-숭인-6-11(?
696,199612.9957,551426.5234,중부-을지-000098
697,193625.8348,554032.8004,서대문-홍은-67(?
698,195324.9373,554492.1696,서대문-홍은-78(?
699,191630.933,554134.7739,은평-수색-65(비)
700,191655.0059,553972.6879,은평-수색-67(비)
701,193061.0955,553525.4367,서대문-북가-42(?
702,192253.4725,558596.6814,은평-현장-68(비)
703,193781.0474,551448.7458,서대문-현장-19(?
704,194238.7252,551908.368,서대문-현장-20(?
705,191801.466,555091.783,은평-수색-70(비)
706,195675.5522,554901.0974,서대문-홍은-79(?
707,194082.9966,555059.2013,서대문-홍은-60(?
708,200672.0335,553114.1195,종로-연건-4-42(?
709,200592.4459,551700.3986,중부-을지-000238
710,195174.0011,554158.1429,서대문-홍은-71(?
711,192319.8021,558534.2469,은평-현장-47(비)
712,195376.1484,552482.5255,서대문-현장-28(?
713,192730.2566,553978.9697,은평-녹번-49(비)
714,193835.1217,557197.6559,은평-현장-50(비)
715,191615.4731,557114.9364,은평-역촌-51(비)
716,192772.8667,554117.8216,은평-녹번-83(비)
717,193355.9625,556899.2043,은평-현장-45(비)
718,193672.9545,551287.9166,서대문-현장-17(?
719,194975.4518,554624.9446,서대문-홍은-75(?
720,195502.8556,554477.417,서대문-홍은-76(?
721,195089.9663,554646.4178,서대문-홍은-77(?
722,195380.7859,554343.0836,서대문-홍은-84(?
723,192408.9023,552270.3275,서대문-북가-40(?
724,195368.3045,552127.2554,서대문-현장-142(
725,195993.9024,554580.5681,서대문-홍은-81(?
726,195906.4136,553405.0247,서대문-홍은-82(?
727,206064.5663,541853.8575,강남-개포-000008
728,205633.6866,541997.8355,강남-개포-000001
729,205484.4428,542762.3655,강남-개포-000004
730,204317.2258,542419.4701,강남-개포-000005
731,186743.838,549391.6558,강서-화곡-22(비)
732,186293.1277,548705.819,강서-화곡-23(비)
733,201026.5329,539881.183,서초-우면-000074
734,201224.6436,540276.9283,서초-우면-000075
735,204250.1108,540109.741,서초-양재-000080
736,204196.5514,539860.9844,서초-양재-000085
737,183226.6578,551008.4299,강서-개화-24(비)
738,205727.7866,541683.5185,강남-개포-000003
739,204117.3239,540114.4897,서초-양재-000086
740,200215.5459,542954.4208,서초-우면-000014
741,195410.5015,550977.8684,서대문-현장-27(?
742,191688.1995,557340.5635,은평-역촌-74(비)
743,195657.5051,556219.0275,서대문-홍은-62(?
744,190146.9387,554224.0802,은평-수색-75(비)
745,191870.0446,556239.0637,은평-역촌-76(비)
746,193482.6247,554020.3101,서대문-홍은-34(?
747,190259.3296,554232.4112,은평-수색-78(비)
748,195493.7051,553920.9242,서대문-홍은-48(?
749,194165.4725,553150.322,서대문-현장-12(?
750,195819.3274,554617.5053,서대문-홍은-80(?
751,195696.1687,555434.5785,서대문-홍은-63(?
752,192545.1866,553240.8208,서대문-북가-43(?
753,192453.5271,558222.4068,은평-현장--2(비)
754,193979.1571,554189.0412,서대문-홍은-64(?
755,194014.7574,554097.8164,서대문-홍은-65(?
756,194213.7812,555611.0324,은평-녹번--3(비)
757,193042.0069,557992.2383,은평-현장--5(비)
758,193026.6868,558205.0984,은평-현장--6(비)
759,192260.0219,558373.7073,은평-현장--7(비)
760,200558.4911,552852.0359,종로-숭인-6-42(?
761,200726.939,551251.7527,중부-현장-000004
762,200539.6946,550633.8545,중부-신당-000001
763,200548.6957,550174.5553,중부-신당-6(비)
764,196419.5753,551722.4531,서대문-북아-130(
765,197170.9666,543663.8937,동작-백운-000251
766,192886.0204,541975.5271,관악-난곡-000144
767,194229.7282,541828.5103,관악-현장-000139
768,194732.4314,541844.7931,관악-현장-000140
769,192811.3294,542025.2874,관악-난곡-000141
770,192088.1537,542602.7861,관악-난곡-000142
771,194596.5256,542078.2991,관악-신림-000143
772,194902.4327,545472.0752,동작-노량-000266
773,196027.7218,544193.8253,동작-백운-000271
774,195435.2125,545837.6053,동작-노량-000084
775,194909.7506,545884.0703,동작-노량-000085
776,195396.8919,545775.4556,동작-노량-000086
777,195096.0709,545594.0812,동작-노량-000087
778,195125.9435,545859.9617,동작-노량-000091
779,195264.9761,545739.9563,동작-노량-000092
780,193161.3554,541557.1873,관악-난곡-000044
781,194594.2396,545585.593,동작-노량-000101
782,195899.8759,544918.8141,동작-백운-000102
783,194457.7197,543308.1402,관악-봉천-000045
784,193934.8298,543736.5899,관악-봉천-000047
785,197191.5342,555923.2761,종로-신영-5-34(?
786,197141.0065,553755.5711,종로-신교-2-12(?
787,196880.6951,555363.1679,종로-신영-5-40(?
788,197266.0084,552567.988,종로-현장-1-26(?
789,196633.727,551033.0183,중부-회현-000357
790,200497.1801,553920.8269,종로-연건-4-09(?
791,199380.4787,554456.0517,종로-연건-4-11(?
792,199605.8206,552179.6992,종로-종로-3-10(?
793,199020.9909,552632.8062,종로-종로-3-26(?
794,198971.9531,553531.0059,종로-종로-3-38(?
795,198379.6173,553594.1092,종로-종로-3-39(?
796,201073.1884,552574.5462,종로-숭인-6-36(?
797,199186.6577,552636.6002,종로-종로-3-17(?
798,196463.2497,553174.9853,종로-신교-2-40(?
799,198492.8196,553765.5184,종로-현장-1-08(?
800,201375.1707,552532.6072,종로-숭인-6-66(?
801,199373.7021,554611.8615,종로-연건-4-02(?
802,200520.9054,550486.0118,중부-신당-000233
803,200471.2364,550452.186,중부-신당-000235
804,201167.5831,552725.2242,종로-숭인-6-62(?
805,201233.111,552893.7461,종로-숭인-6-63(?
806,198700.6744,551043.4334,중부-충무-000265
807,198271.8621,550794.2808,중부-회현-000246
808,198900.8617,551130.4356,중부-충무-000249
809,209077.9959,554908.5352,중랑-망우-3-1(비
810,196989.6056,550870.1298,중부-회현-000251
811,200459.3448,553880.1748,종로-연건-4-43(?
812,199203.2561,552518.6828,종로-종로-3-15(?
813,196135.9563,551771.8235,서대문-북아-117(
814,198739.9926,553618.9195,종로-종로-3-18(?
815,197422.4814,553187.3632,종로-신교-2-22(?
816,197541.5532,553255.8181,종로-신교-2-29(?
817,198990.9149,552869.5532,종로-종로-3-28(?
818,197088.7285,550861.1889,중부-회현-000394
819,197765.9765,550569.5827,중부-회현-000395
820,196310.9133,551522.0597,서대문-북아-111(
821,196960.8211,551082.2456,중부-회현-000373
822,196460.3042,551118.5118,서대문-북아-90(?
823,208713.5863,555241.7939,중랑-망우-3-4(비
824,197109.628,550916.5428,중부-회현-000294
825,199675.6337,552277.1574,종로-연건-4-46(?
826,196705.3316,550987.7645,중부-회현-000296
827,198742.9695,550922.0494,중부-충무-000298
828,199753.7871,552256.193,종로-연건-4-45(?
829,196640.0457,551004.6923,중부-회현-000283
830,196924.3458,550795.8249,중부-회현-000284
831,199699.5348,552184.2697,종로-연건-4-44(?
832,198200.3195,550768.4029,중부-회현-000286
833,198691.2133,550950.5525,중부-충무-000297
834,199115.1092,552961.3745,종로-종로-3-02(?
835,199655.8145,552227.0752,종로-연건-4-48(?
836,197018.1928,552606.0414,종로-신교-2-36(?
837,199160.2235,552204.4135,종로-종로-3-03(?
838,197046.6619,553880.599,종로-신교-2-08(?
839,199082.0626,552506.5867,종로-종로-3-12(?
840,196919.2688,556213.6228,종로-신영-5-32(?
841,196347.8998,551555.3102,서대문-북아-115(
842,196457.3531,551781.2728,서대문-북아-134(
843,198828.6574,552377.9666,종로-현장-1-11(?
844,198756.3595,552415.2792,종로-현장-1-12(?
845,197089.5636,551502.8616,서대문-북아-88(?
846,197423.1481,552860.7036,종로-현장-1-13(?
847,198442.2886,553715.1462,종로-현장-1-14(?
848,200479.4997,553341.8069,종로-연건-4-50(?
849,196879.3382,553687.7778,종로-신교-2-13(?
850,198711.7874,552852.2552,종로-현장-1-15(?
851,196928.2702,551849.9538,서대문-북아-137(
852,197387.7637,557147.821,종로-신영-5-33(?
853,197196.8177,554181.5739,종로-신교-2-03(?
854,196035.4067,557115.167,종로-신영-5-08(?
855,197072.7658,553705.2821,종로-신교-2-11(?
856,198096.0361,551380.0435,중부-회현-000329
857,198634.0003,552845.5866,종로-현장-1-16(?
858,198418.4957,552643.6932,종로-현장-1-17(?
859,198568.0296,550933.0036,중부-회현-000328
860,195984.4146,551818.3763,서대문-북아-118(
861,195531.1813,550968.3096,서대문-북아-103(
862,199080.6462,552942.9482,종로-종로-3-27(?
863,196504.0713,555845.3069,종로-신영-5-24(?
864,198237.7679,553795.3331,종로-현장-1-20(?
865,199614.8877,554511.0853,종로-연건-4-52(?
866,213601.6603,544690.5197,송파-거여-000003
867,210422.6504,548640.1288,송파-방이-000016
868,213975.7781,543598.6818,송파-거여-000028
869,213527.9315,544611.7062,송파-거여-000029
870,213665.1782,544545.5302,송파-거여-000035
871,201462.097,546304.5873,서초-잠원-000016
872,204925.9207,540340.514,서초-양재-000025
873,193010.9863,542008.9186,관악-난곡-000135
874,192084.4894,541422.5014,관악-난곡-000138
875,197324.5224,542331.4179,동작-백운-000214
876,193965.6756,541268.8854,관악-현장-000125
877,196192.9445,544291.0189,동작-백운-000120
878,196222.499,545442.9111,동작-노량-000121
879,198100.0566,543571.0367,동작-노량-000122
880,194278.2761,542142.991,관악-신림-000062
881,196210.1899,543846.3783,동작-백운-000083
882,196135.8694,545386.183,동작-노량-000042
883,196148.5354,545504.192,동작-노량-000043
884,195971.2464,545701.3193,동작-노량-000044
885,194246.1349,542561.237,관악-신림-000051
886,192492.4233,540250.2765,관악-난곡-000058
887,196030.3208,545129.5375,동작-노량-000045
888,192106.6151,540160.9479,금천-시흥-000067
889,191938.1889,540152.6921,금천-시흥-000069
890,191478.4999,539771.8042,금천-시흥-000002
891,189821.8355,542719.1685,구로-공단-000019
892,186633.6509,545146.8175,구로-고척-000016
893,189454.929,545754.5354,구로-신도-000053
894,191537.558,539934.6107,금천-시흥-000049
895,206985.6914,556452.4865,중랑-현장-1-2(비
896,207218.3152,555428.5279,중랑-중화-4-10(?
897,206624.9565,555136.5072,중랑-중화-4-11(?
898,207005.3818,555142.6282,중랑-중화-4-12(?
899,207230.9263,556233.1143,중랑-중화-4-13(?
900,205545.514,557461.4264,노원-월계-4-1(비
901,204810.1239,558279.3001,노원-월계-4-4(비
902,205413.6142,557877.002,노원-월계-4-5(비
903,207694.0205,552989.2583,중랑-면목-2-6(비
904,202087.9542,561416.3675,도봉-쌍문-122(비
905,207177.9385,554341.2257,중랑-면목-2-9(비
906,208183.9488,554124.7853,중랑-망우-3-22(?
907,201641.5745,561709.41,도봉-쌍문-123(비
908,209094.7764,555883.6191,중랑-망우-3-24(?
909,208237.3854,553116.9164,중랑-면목-2-21(?
910,203072.1259,562814.9607,도봉-도봉-124(비
911,207420.8326,561193.0841,노원-현장-1-7(비
912,207288.2057,563697.6333,노원-상계-2-2(비
913,206149.5828,562217.0378,노원-상계-2-3(비
914,207419.0123,563927.3806,노원-상계-2-4(비
915,207043.6782,563879.1714,노원-상계-2-6(비
916,206998.5417,563552.2754,노원-상계-2-9(비
917,206828.7011,563389.1745,노원-상계-2-10(?
918,206905.2404,563798.4088,노원-상계-2-11(?
919,203997.9817,563615.3074,도봉-도봉-125(비
920,206805.4421,563541.7645,노원-상계-2-12(?
921,207572.8713,563502.4881,노원-상계-2-13(?
922,207328.7798,563866.8675,노원-상계-2-15(?
923,207579.7587,563598.6216,노원-상계-2-16(?
924,206965.8035,563798.333,노원-상계-2-17(?
925,197365.3976,541679.0693,관악-현장-000145
926,194754.1632,542240.8302,관악-현장-000149
927,194883.6855,541417.7244,관악-현장-000150
928,194448.4738,543172.1995,관악-봉천-000152
929,196433.171,543492.1243,관악-봉천-000154
930,200695.6743,559747.7993,강북-우이-215(비
931,194296.8678,543201.6953,관악-봉천-000155
932,194492.677,543189.6461,관악-봉천-000156
933,194080.2624,542562.0296,관악-신림-000157
934,201763.9602,560703.7716,강북-우이-206(비
935,192425.2021,540400.223,관악-난곡-000159
936,193731.0989,542287.9009,관악-신림-000180
937,200452.8473,553820.3105,종로-연건-4-39(?
938,196332.3676,551810.6144,서대문-북아-116(
939,199680.2905,554406.824,종로-연건-4-33(?
940,198540.3544,553716.8186,종로-종로-3-22(?
941,196249.0047,555983.6061,종로-신영-5-39(?
942,198581.9661,553427.984,종로-종로-3-19(?
943,199975.0106,553575.9028,종로-연건-4-40(?
944,200047.6383,554500.1033,종로-연건-4-41(?
945,198312.8174,554304.4799,종로-현장-1-09(?
946,198499.8084,553901.7766,종로-현장-1-10(?
947,196169.9469,556269.7271,종로-신영-5-07(?
948,198445.6943,553427.0715,종로-종로-3-37(?
949,199070.5239,552779.5542,종로-종로-3-30(?
950,199135.8305,552600.517,종로-종로-3-41(?
951,197087.7193,550786.1799,중부-회현-000231
952,198086.4495,551036.1802,중부-회현-000389
953,198544.1297,550892.8472,중부-회현-000240
954,197176.4665,556720.0963,종로-신영-5-26(?
955,192617.5011,540298.8958,관악-난곡-000120
956,197056.6736,550887.3207,중부-회현-000269
957,213586.7405,544529.9875,송파-거여-000002
958,213614.0696,544500.5423,송파-거여-000004
959,210582.981,548687.4308,송파-방이-000005
960,210657.8869,548659.6946,송파-방이-000006
961,209397.6342,544521.4245,송파-잠실-000007
962,192015.6424,552150.9238,마포-성산-000043
963,193670.6562,550303.7758,마포-현장-000044
964,203797.0954,553869.1301,동대문-용두-044(
965,194598.1743,550431.2549,마포-현장-000011
966,204882.947,553078.2698,동대문-전농-41(?
967,195416.7483,549996.5684,마포-염리-000014
968,194651.7828,540994.1811,관악-현장-000161
969,194436.269,540586.0388,관악-현장-000162
970,194636.0429,540720.3031,관악-현장-000163
971,195625.1793,542826.072,관악-봉천-000165
972,193730.6855,543802.0195,관악-봉천-000166
973,197054.5485,542011.9881,관악-봉천-000167
974,193741.8798,541976.7542,관악-신림-000168
975,194118.3921,542663.5304,관악-신림-000169
976,194091.2237,540159.7878,관악-현장-000170
977,192851.7593,540869.9348,관악-난곡-000172
978,193808.9389,541206.7858,관악-현장-000173
979,194266.9867,540668.8963,관악-현장-000174
980,193305.8236,541914.9176,관악-난곡-000117
981,203167.6508,558586.8824,강북-현장-109(비
982,202991.5662,562773.0702,도봉-도봉-130(비
983,200588.3184,560271.4053,강북-우이-216(비
984,200876.4969,558636.665,강북-삼각-402(비
985,202768.2175,558381.0789,강북-미아-322(비
986,202315.0652,557490.7686,강북-미아-307(비
987,207605.2555,545538.6933,송파-종합-000008
988,213349.9788,544369.0844,송파-거여-000009
989,209564.1779,544568.1274,송파-잠실-000010
990,192805.7398,542480.6211,관악-난곡-000118
991,210472.8253,548633.3126,송파-방이-000012
992,213617.1702,544566.9514,송파-거여-000013
993,213252.9397,544144.8728,송파-거여-000014
994,193199.739,541109.1494,관악-난곡-000119
995,210234.1931,548477.1135,송파-방이-000021
996,210400.8802,548530.8556,송파-방이-000020
997,213902.6523,543662.0896,송파-거여-000017
998,199204.9051,552469.9199,종로-종로-3-11(?
999,197954.3358,550963.3034,중부-회현-000390
1000,198348.9413,550664.9859,중부-회현-000364
1001,199933.767,552339.6788,종로-종로-3-24(?
1002,196219.2073,551411.9489,서대문-북아-108(
1003,196390.2898,551516.053,서대문-북아-129(
1004,196854.9548,551246.9834,서대문-북아-131(
1005,199091.6709,552039.8965,중부-충무-000009
1006,196356.1122,551109.8513,서대문-북아-92(?
1007,207499.9064,550967.9574,광진-중곡-000030
1008,204584.3599,551340.5852,성동-왕십-000038
1009,206107.9082,549288.6526,광진-능동-000032
1010,207069.5804,550362.7316,광진-능동-000012
1011,202355.2543,550039.026,성동-금호-000035
1012,204068.7277,551517.4145,성동-현장-000046
1013,202427.1646,551556.1352,성동-왕십-000011
1014,206144.0136,550621.2253,성동-성수-000005
1015,202038.0554,550910.6247,성동-금호-000018
1016,203738.6176,550771.5063,성동-현장-000001
1017,202918.0884,549882.0181,성동-현장-000014
1018,202633.1432,550329.3779,성동-현장-000015
1019,208232.5216,551091.1075,광진-중곡-000006
1020,204288.0404,551115.1061,성동-현장-000010
1021,205010.9879,548515.4649,성동-성수-000019
1022,204177.2617,551435.5131,성동-현장-000024
1023,206085.0725,550500.7354,성동-성수-000049
1024,207929.4184,551979.1526,광진-중곡-000045
1025,205733.6483,548569.5356,광진-능동-000039
1026,200362.0567,551633.8447,중부-을지-000068
1027,199239.1642,551229.5647,중부-충무-000067
1028,201872.7645,552026.8015,중부-현장-000066
1029,200960.5304,553236.825,종로-숭인-6-47(?
1030,199569.2723,551984.4763,중부-을지-000076
1031,202983.3432,553905.0407,동대문-용두-060(
1032,201671.8517,552948.4573,종로-숭인-6-04(?
1033,201439.2844,555401.5696,성북-돈암-24(비)
1034,200459.133,557054.2939,성북-길음-25(비)
1035,204688.9064,556187.3521,성북-장위-28(비)
1036,204129.1014,557029.4082,성북-장위-29(비)
1037,203676.8912,556933.814,성북-장위-30(비)
1038,202644.4707,556223.6061,성북-현장-31(비)
1039,200796.0463,554407.3155,성북-돈암-32(비)
1040,202537.6618,556701.4601,성북-길음-34(비)
1041,202773.333,554026.3887,성북-현장-35(비)
1042,200339.3546,557123.5033,성북-길음-36(비)
1043,200449.3583,557611.7689,성북-길음-37(비)
1044,200085.9564,554975.3687,성북-돈암-51(비)
1045,203135.0295,556521.888,성북-현장-52(비)
1046,199812.2675,557141.7056,성북-길음-53(비)
1047,200077.5004,555035.6252,성북-돈암-56(비)
1048,200044.2518,555080.3265,성북-돈암-59(비)
1049,201291.2256,554592.2033,성북-돈암-302(교
1050,200511.3723,554910.9518,성북-돈암-61(비)
1051,194867.1596,541519.4702,관악-현장-000001
1052,202131.9128,553719.9858,성북-현장-39(비)
1053,200785.256,553585.6935,성북-돈암-41(비)
1054,193814.5946,541883.8262,관악-신림-000112
1055,199703.0814,556417.7537,성북-길음-42(비)
1056,202204.987,556510.2226,성북-길음-43(비)
1057,199703.9756,553722.1043,종로-연건-4-35(?
1058,199475.612,554546.6765,종로-연건-4-37(?
1059,194195.1756,543411.3339,관악-봉천-000109
1060,197050.9245,554154.6121,종로-신교-2-01(?
1061,196752.8499,556190.145,종로-신영-5-31(?
1062,199968.5229,553009.3555,종로-연건-4-38(?
1063,198432.0244,553599.8232,종로-현장-1-07(?
1064,194161.5051,543130.3426,관악-봉천-000110
1065,202280.466,540991.0467,서초-우면-000020
1066,200137.5615,542898.1873,서초-우면-000018
1067,199239.1469,540958.2572,서초-방배-000021
1068,192993.5253,549617.5468,마포-현장-000037
1069,195861.1425,549558.4355,마포-공덕-000012
1070,195026.2775,549640.6713,마포-현장-000032
1071,204319.3847,554384.7007,동대문-청량-023(
1072,191661.7951,551763.0305,마포-성산-000006
1073,205778.7199,555613.7327,동대문-휘경-024(
1074,204532.4155,554135.0333,동대문-청량-025(
1075,205247.5338,554030.914,동대문-휘경-002(
1076,202943.9545,553880.2721,동대문-용두-057(
1077,203720.3704,553426.9936,동대문-용두-045(
1078,199099.1402,540519.3592,서초-방배-000026
1079,183119.532,551547.2076,강서-개화-25(비)
1080,187681.256,550212.4258,강서-현장-26(비)
1081,187711.3122,549879.0619,강서-현장-27(비)
1082,187012.2181,549023.7454,강서-화곡-28(비)
1083,187005.0312,549188.139,강서-화곡-29(비)
1084,187092.5407,548521.5666,강서-화곡-30(비)
1085,183444.2363,551713.2446,강서-방화-33(비)
1086,182576.785,554282.6764,강서-개화-35(비)
1087,183168.8956,551902.2919,강서-개화-37(비)
1088,186198.3051,548915.4803,강서-화곡-01(비)
1089,186429.9614,549183.729,강서-화곡-02(비)
1090,187715.9277,548669.9759,강서-현장-03(비)
1091,186327.4361,548770.2033,강서-화곡-06(비)
1092,186666.4777,549322.1263,강서-화곡-07(비)
1093,187819.6158,548189.723,강서-현장-08(비)
1094,186990.0794,549583.4403,강서-발산-04(비)
1095,187504.7929,550181.5102,강서-현장-10(비)
1096,183476.6508,551545.4254,강서-개화-14(비)
1097,183524.7035,551380.6487,강서-개화-15(비)
1098,182356.0755,553875.2908,강서-개화-18(비)
1099,183189.2994,551573.6554,강서-개화-19(비)
1100,185848.2267,552618.7782,강서-방화-39(비)
1101,200475.4046,553763.9146,종로-연건-4-54(?
1102,196946.8093,552563.8001,종로-현장-1-25(?
1103,196611.1604,554899.1272,종로-신영-5-19(?
1104,193227.3621,542277.0324,관악-신림-000050
1105,202129.486,557017.0999,강북-미아-311(비
1106,202189.3971,557448.3661,강북-미아-306(비
1107,202051.6811,561512.3514,도봉-쌍문-118(비
1108,203670.7666,565048.6609,도봉-도봉-19(비)
1109,201614.4741,561801.877,도봉-쌍문-20(비)
1110,201447.9731,558679.7815,강북-삼각-416(비
1111,201320.0392,558642.6919,강북-삼각-417(비
1112,201815.1863,558655.4063,강북-삼각-418(비
1113,201837.616,558434.2856,강북-삼각-419(비
1114,202853.4817,561005.3481,도봉-쌍문-32(비)
1115,202003.2781,556958.3525,강북-미아-313(비
1116,207571.8994,556010.5114,중랑-중화-4-24(?
1117,208111.3342,554606.7659,중랑-망우-3-16(?
1118,207591.3639,553297.1665,중랑-면목-2-13(?
1119,208027.7121,553945.4821,중랑-망우-3-19(?
1120,207872.5493,553335.6714,중랑-면목-2-3(비
1121,208174.9068,553186.4419,중랑-면목-2-14(?
1122,208642.9868,555311.5014,중랑-망우-3-5(비
1123,208331.2475,554686.7935,중랑-망우-3-8(비
1124,209009.0136,554904.8008,중랑-망우-3-9(비
1125,208537.1672,555343.3838,중랑-망우-3-13(?
1126,208209.4399,554207.4232,중랑-망우-3-21(?
1127,207754.6657,553004.1918,중랑-면목-2-12(?
1128,207368.3717,554488.8184,중랑-면목-2-1(비
1129,203461.1809,562885.3423,도봉-현장-92(비)
1130,207423.2146,553010.1992,중랑-면목-2-5(비
1131,199305.5889,551587.4617,중부-을지-000100
1132,200550.3939,550532.1377,중부-신당-000106
1133,200482.9018,550320.055,중부-신당-000108
1134,203335.8544,553995.3954,동대문-용두-053(
1135,203100.2947,553968.2917,동대문-용두-055(
1136,203073.0295,552523.8227,동대문-용두-056(
1137,200841.3097,551355.7629,중부-신당-000128
1138,201900.0385,551953.1798,중부-현장-000135
1139,201361.7826,550928.3915,중부-현장-000127
1140,201440.7835,550861.3059,중부-현장-000146
1141,201235.0469,550421.8119,중부-신당-132(비
1142,201810.3647,551913.3305,중부-현장-000133
1143,200952.3036,553210.7068,종로-숭인-6-48(?
